"","LU1997245177","LU0109392836","LU0359201612","LU0823426308","LU0594300179","base1","base2"
"2019-03-14",8.87,21.08,19.2,406.99,19.07,3698.4858,2808.47998
"2019-03-15",9.06,21.27,19.39,412.07,19.28,3745.005,2822.47998
"2019-03-18",9.32,21.3,19.74,420.78,19.54,3851.7479,2832.939941
"2019-03-19",9.27,21.43,19.74,419.83,19.62,3833.9626,2832.570068
"2019-03-20",9.3,21.44,19.61,416.47,19.43,3835.4397,2824.22998
"2019-03-21",9.31,21.91,19.58,416.11,19.44,3836.8913,2854.879883
"2019-03-22",9.29,21.34,19.43,411.26,19.16,3833.8013,2800.709961
"2019-03-25",9.05,21.28,19.09,405.74,19.1,3742.8252,2798.360107
"2019-03-26",8.94,21.42,19.11,405.9,19.11,3700.4388,2818.459961
"2019-03-27",9.09,21.16,19.19,407.07,19.17,3743.3878,2805.370117
"2019-03-28",9.06,21.25,19.03,409.11,19.2,3728.3953,2815.439941
"2019-03-29",9.42,21.47,19.29,420.25,19.61,3872.3412,2834.399902
"2019-04-01",9.68,21.74,19.71,428.68,19.95,3973.928,2867.189941
"2019-04-02",9.62,21.81,19.74,427.7,19.93,3971.2852,2867.23999
"2019-04-03",9.72,21.99,19.95,431.71,20.14,4022.1566,2873.399902
"2019-04-04",9.78,21.75,20.02,433.95,20.15,4062.2309,2879.389893
"2019-04-05",9.755,21.88,20.06,435.03,20.34,4059.72975,2892.73999
"2019-04-08",9.73,21.93,20.19,436.11,20.29,4057.2286,2895.77002
"2019-04-09",9.78,21.89,20.21,439.74,20.32,4075.4301,2878.199951
"2019-04-10",9.73,22.12,20.02,441.15,20.35,4085.847,2888.209961
"2019-04-11",9.48,22.16,19.86,432.73,20.07,3997.5778,2888.320068
"2019-04-12",9.49,22.3,20,436.41,20.19,3988.6168,2907.409912
"2019-04-15",9.47,22.2,19.85,431.72,19.97,3975.5244,2905.580078
"2019-04-16",9.73,22.26,20.04,439.26,20.19,4085.7891,2907.060059
"2019-04-17",9.74,22.2,20.08,441.21,20.22,4087.2398,2900.449951
"2019-04-18",9.68,22.16,19.96,439.94,20.21,4072.0753,2905.030029
"2019-04-19",9.61,22.23,19.885,439.475,20.27,4120.6078,2906.5
"2019-04-22",9.575,22.3,19.8475,439.2425,20.16,4025.6109,2907.969971
"2019-04-23",9.54,22.56,19.81,439.01,20.22,4019.0053,2933.679932
"2019-04-24",9.55,22.53,19.77,437.02,20.08,4030.0887,2927.25
"2019-04-25",9.37,22.6,19.55,431.04,19.87,3941.816,2926.169922
"2019-04-26",9.27,22.74,19.55,429.8,20.02,3889.2748,2939.879883
"2019-04-29",9.37,22.8,19.63,433.49,20.14,3900.3339,2943.030029
"2019-04-30",9.37,22.86,19.64,431.21,20.04,3913.211,2945.830078
"2019-05-01",9.37,22.67,19.675,432.15,20.17,3798.9139,2923.72998
"2019-05-02",9.37,22.63,19.71,433.09,20.15,3741.76535,2917.52002
"2019-05-03",9.37,22.86,19.82,436.3,20.4,3713.191075,2945.639893
"2019-05-06",8.74,22.7,18.99,415.39,19.64,3684.6168,2932.469971
"2019-05-07",8.92,22.24,18.99,412.77,19.4,3720.6684,2884.050049
"2019-05-08",8.77,22.15,18.64,409.41,19.32,3667.4574,2879.419922
"2019-05-09",8.845,22.09,18.54,408.965,18.81,3599.7001,2870.719971
"2019-05-10",8.92,22.2,18.44,408.52,18.96,3730.4513,2881.399902
"2019-05-13",8.775,21.29,18.22,402.775,18.6,3668.7255,2811.870117
"2019-05-14",8.63,21.74,17.94,397.03,18.72,3645.1503,2834.409912
"2019-05-15",8.87,22.03,18.12,403.82,18.91,3727.0923,2850.959961
"2019-05-16",8.87,22.23,18.14,407.23,19.02,3743.9635,2876.320068
"2019-05-17",8.61,21.92,17.69,393.83,18.53,3648.7609,2859.530029
"2019-05-20",8.5,21.42,17.28,383.47,18.07,3617.7924,2840.22998
"2019-05-21",8.62,21.67,17.38,388.21,18.19,3666.7762,2864.360107
"2019-05-22",8.63,21.61,17.29,385.54,18.12,3649.3796,2856.27002
"2019-05-23",8.46,21.19,16.88,376.15,17.77,3583.9646,2822.23999
"2019-05-24",8.51,21.24,16.96,378.53,17.74,3593.9139,2826.060059
"2019-05-27",8.64,21.23,16.9,379.85,17.78,3637.1971,2814.224976
"2019-05-28",8.72,21.2,17.02,385,17.86,3672.2605,2802.389893
"2019-05-29",8.71,20.98,16.86,382.95,17.76,3663.909,2783.02002
"2019-05-30",8.69,21.1,16.885,381.665,17.8,3641.1833,2788.860107
"2019-05-31",8.67,20.83,16.91,380.38,17.8,3629.7893,2752.060059
"2019-06-03",8.64,20.31,16.97,381.95,17.92,3632.0127,2744.449951
"2019-06-04",8.55,20.88,16.84,379.13,17.87,3598.4666,2803.27002
"2019-06-05",8.56,21.14,16.86,377.9,17.74,3597.105,2826.149902
"2019-06-06",8.44,21.33,16.85,376.71,17.75,3564.6778,2843.48999
"2019-06-07",8.685,21.66,16.86,386.415,17.95,3587.71065,2873.340088
"2019-06-10",8.8075,21.92,17.22,391.2675,18.3,3610.7435,2886.72998
"2019-06-11",8.93,21.79,17.58,396.12,18.43,3719.2759,2885.719971
"2019-06-12",8.86,21.7,17.25,392.13,18.15,3691.0957,2879.840088
"2019-06-13",8.82,21.78,17.23,391.48,18.15,3685.3933,2891.639893
"2019-06-14",8.75,21.59,17.06,387.6,18,3654.8799,2886.97998
"2019-06-17",8.75,21.68,17.03,388.07,18.04,3654.8248,2889.669922
"2019-06-18",8.78,22.04,17.27,394.71,18.46,3667.6185,2917.75
"2019-06-19",8.98,22.25,17.6,400.14,18.68,3715.9381,2926.459961
"2019-06-20",9.36,22.52,18.02,410.79,19.03,3828.5183,2954.179932
"2019-06-21",9.39,22.36,17.93,408.99,19.02,3833.9383,2950.459961
"2019-06-24",9.41,22.21,17.88,409.09,18.99,3841.2659,2945.350098
"2019-06-25",9.33,21.76,17.69,405.67,18.77,3801.3098,2917.379883
"2019-06-26",9.36,21.9,17.8,409.56,18.95,3794.331,2913.780029
"2019-06-27",9.55,22.14,17.99,414.82,19.13,3834.8172,2924.919922
"2019-06-28",9.56,22.18,17.97,415.55,19.11,3825.5873,2941.76001
"2019-07-01",9.685,22.52,18.19,423.44,19.47,3935.8116,2964.330078
"2019-07-02",9.81,22.58,18.3,427.76,19.59,3937.1691,2973.01001
"2019-07-03",9.68,22.69,18.19,423.77,19.49,3893.5341,2995.820068
"2019-07-04",9.59,22.69,18.22,422.99,19.45,3873.1019,2993.11499
"2019-07-05",9.67,22.64,18.16,422.03,19.37,3893.2025,2990.409912
"2019-07-08",9.49,22.49,17.85,415.34,19.06,3802.7897,2975.949951
"2019-07-09",9.47,22.67,17.72,414.24,19.01,3793.1297,2979.629883
"2019-07-10",9.46,22.82,17.84,418.47,19.05,3786.739,2993.070068
"2019-07-11",9.48,22.92,17.86,416.03,19.08,3785.221,2999.909912
"2019-07-12",9.54,23.05,17.84,417.24,19.08,3808.7311,3013.77002
"2019-07-15",9.57,23.14,17.92,420.19,19.2,3824.1878,3014.300049
"2019-07-16",9.54,22.92,17.99,420.32,19.26,3806.8449,3004.040039
"2019-07-17",9.52,22.95,18,419.98,19.21,3804.6384,2984.419922
"2019-07-18",9.43,23.04,17.87,416.69,19.09,3768.4019,2995.110107
"2019-07-19",9.54,22.9,18.14,419.31,19.29,3807.9551,2976.610107
"2019-07-22",9.51,23.13,17.89,418.96,19.14,3781.6832,2985.030029
"2019-07-23",9.54,23.21,17.98,421.73,19.31,3789.9135,3005.469971
"2019-07-24",9.63,23.55,18.05,424.27,19.42,3819.8325,3019.560059
"2019-07-25",9.73,23.26,18.13,425.06,19.4,3851.0665,3003.669922
"2019-07-26",9.78,23.43,18.03,426.26,19.32,3858.5688,3025.860107
"2019-07-29",9.77,23.21,17.88,423.9,19.19,3854.2704,3020.969971
"2019-07-30",9.78,23.1,17.88,422.51,19.15,3870.3176,3013.179932
"2019-07-31",9.67,22.65,17.72,419.98,19.01,3835.3589,2980.379883
"2019-08-01",9.56,22.43,17.7,416.44,19.08,3803.4694,2953.560059
"2019-08-02",9.35,21.93,17.1,405.62,18.28,3747.4379,2932.050049
"2019-08-05",9.01,21.1,16.48,390.91,17.61,3675.6884,2844.73999
"2019-08-06",9.03,21.34,16.34,394.77,17.7,3636.3289,2881.77002
"2019-08-07",8.97,21.49,16.26,391.24,17.71,3621.431,2883.97998
"2019-08-08",9.15,22.01,16.48,402.08,18.04,3669.2936,2938.090088
"2019-08-09",9.07,21.77,16.42,397.86,17.82,3633.5296,2918.649902
"2019-08-12",9.23,21.52,16.33,398.58,17.81,3699.1047,2882.699951
"2019-08-13",9.15,21.95,16.48,405.28,17.97,3665.7515,2926.320068
"2019-08-14",9.26,21.3,16.28,400.43,17.58,3682.4015,2840.600098
"2019-08-15",9.29,21.35,16.37,405.435,17.86,3694.0006,2847.600098
"2019-08-16",9.32,21.7,16.46,410.44,18.23,3710.5386,2888.679932
"2019-08-19",9.51,21.91,16.9,417.43,18.55,3791.0946,2923.649902
"2019-08-20",9.47,21.84,16.92,417.16,18.56,3787.7324,2900.51001
"2019-08-21",9.49,22.07,16.96,419.49,18.61,3781.7579,2924.429932
"2019-08-22",9.46,22.02,16.9,418.49,18.37,3793.5061,2922.949951
"2019-08-23",9.58,21.46,16.86,418.19,18.25,3820.8638,2847.110107
"2019-08-26",9.39,21.69,16.65,414.3,18.17,3765.9105,2878.379883
"2019-08-27",9.46,21.62,16.73,418.36,18.22,3816.9459,2869.159912
"2019-08-28",9.44,21.58,16.72,416.55,18.3,3802.5844,2887.939941
"2019-08-29",9.49,21.96,16.82,423.8,18.41,3790.1867,2924.580078
"2019-08-30",9.5,21.92,16.96,424.28,18.38,3799.5863,2926.459961
"2019-09-02",9.62,21.93,17.01,424.74,18.46,3848.3198,2916.3649905
"2019-09-03",9.64,21.67,16.91,423.19,18.38,3853.6106,2906.27002
"2019-09-04",9.69,21.97,17.24,426.71,18.69,3886.0012,2937.780029
"2019-09-05",9.79,22.33,17.38,433.14,18.93,3925.323,2976
"2019-09-06",9.87,22.29,17.5,433.39,19.03,3948.5075,2978.709961
"2019-09-09",9.96,22.04,17.47,433.23,19.03,3972.9484,2978.429932
"2019-09-10",9.92,21.93,17.37,427.96,18.93,3959.265,2979.389893
"2019-09-11",9.84,22.15,17.57,426.8,19.06,3930.0999,3000.929932
"2019-09-12",9.99,22.29,17.71,430.87,19.24,3972.3799,3009.570068
"2019-09-13",9.995,22.21,17.9,433.66,19.32,3965.04765,3007.389893
"2019-09-16",10,22.24,17.74,432.73,19.15,3957.7154,2997.959961
"2019-09-17",9.84,22.37,17.56,429.11,19.01,3891.2208,3005.699951
"2019-09-18",9.94,22.39,17.6,431.75,19,3910.0837,3006.72998
"2019-09-19",10,22.39,17.55,432.23,19.03,3924.3823,3006.790039
"2019-09-20",10.08,22.27,17.55,432.04,18.9,3935.6511,2992.070068
"2019-09-23",9.98,22.27,17.29,425.51,18.69,3890.6616,2991.780029
"2019-09-24",10.08,21.87,17.26,424.7,18.56,3901.0758,2966.600098
"2019-09-25",9.93,22.11,17.02,422.22,18.49,3870.9837,2984.870117
"2019-09-26",9.8,22.1,17.15,422.38,18.39,3841.1388,2977.620117
"2019-09-27",9.88,21.61,17.12,419.15,18.35,3852.6534,2961.790039
"2019-09-30",9.69,21.81,16.99,418.54,18.3,3814.5282,2976.73999
"2019-10-01",9.725,21.63,16.96,417.06,18.1,3826.10365,2940.25
"2019-10-02",9.7425,21.32,16.9,415.58,18.11,3831.891375,2887.610107
"2019-10-03",9.75125,21.66,16.97,420.25,18.34,3834.7852375,2910.629883
"2019-10-04",9.755625,21.94,17.04,421.34,18.34,3836.23216875,2952.01001
"2019-10-07",9.7578125,21.91,16.99,418.83,18.36,3836.955634375,2938.790039
"2019-10-08",9.76,21.39,16.94,416.32,18.15,3837.6791,2893.060059
"2019-10-09",9.76,21.68,16.86,419.48,18.14,3843.2392,2919.399902
"2019-10-10",9.95,21.75,17.11,425.77,18.37,3874.6391,2938.129883
"2019-10-11",10.09,22.12,17.46,432.87,18.72,3911.7253,2970.27002
"2019-10-14",10.21,22.12,17.52,433.7,18.67,3953.2411,2966.149902
"2019-10-15",10.12,22.39,17.5,436.27,18.82,3936.2498,2995.679932
"2019-10-16",10.05,22.03,17.53,436.4,18.78,3922.6854,2989.689941
"2019-10-17",10.11,22.03,17.57,440.16,18.86,3925.2216,2997.949951
"2019-10-18",9.98,21.67,17.48,434.39,18.65,3869.3777,2986.199951
"2019-10-21",9.98,21.86,17.48,436.39,18.73,3880.8398,3006.719971
"2019-10-22",10.05,21.5,17.46,433.66,18.68,3895.8809,2995.98999
"2019-10-23",10,21.43,17.33,430.54,18.52,3871.0848,3004.52002
"2019-10-24",9.96,21.94,17.4,434.1,18.68,3870.6678,3010.290039
"2019-10-25",10.06,22.11,17.47,437.61,18.81,3896.7923,3022.550049
"2019-10-28",10.12,22.37,17.72,443.17,19.02,3926.585,3039.419922
"2019-10-29",10.1,22.17,17.66,442.97,18.86,3910.226,3036.889893
"2019-10-30",10.12,22.4,17.61,442.59,18.8,3891.2255,3046.77002
"2019-10-31",10.11,22.22,17.69,441.96,18.84,3886.7519,3037.560059
"2019-11-01",10.27,22.49,17.885,449.195,19.1,3952.3872,3066.909912
"2019-11-04",10.43,22.57,18.08,456.43,19.41,3978.1216,3078.27002
"2019-11-05",10.59,22.47,18.23,458.99,19.5,4002.8128,3074.620117
"2019-11-06",10.53,22.4,18.24,458.44,19.5,3984.8816,3076.780029
"2019-11-07",10.6,22.4,18.42,463.1,19.68,3991.8749,3085.179932
"2019-11-08",10.53,22.52,18.29,459.72,19.58,3973.0107,3093.080078
"2019-11-11",10.35,22.55,17.87,452.44,19.28,3902.9783,3087.01001
"2019-11-12",10.39,22.62,18.07,453.62,19.35,3903.6888,3091.840088
"2019-11-13",10.43,22.64,17.84,450.75,19.09,3899.9815,3094.040039
"2019-11-14",10.49,22.63,17.69,450.09,18.95,3905.857,3096.629883
"2019-11-15",10.49,22.87,17.75,449.48,19.06,3877.0892,3120.459961
"2019-11-18",10.53,22.93,17.91,451.04,19.16,3907.9291,3122.030029
"2019-11-19",10.66,23.02,18.12,457.77,19.27,3947.0392,3120.179932
"2019-11-20",10.54,23,18,454.28,19.14,3907.8641,3108.459961
"2019-11-21",10.48,22.86,17.78,449.83,18.99,3889.598,3103.540039
"2019-11-22",10.33,22.9,17.85,449.08,19.01,3849.9948,3110.290039
"2019-11-25",10.36,23.22,18.04,451.71,19.21,3878.2061,3133.639893
"2019-11-26",10.4,23.35,18.06,454.27,19.24,3891.6533,3140.52002
"2019-11-27",10.46,23.5,18.16,457.54,19.34,3875.6186,3153.629883
"2019-11-28",10.39,23.51,18.1,457.37,19.34,3862.3029,3147.3049315
"2019-11-29",10.28,23.42,17.83,448.83,19.04,3828.6706,3140.97998
"2019-12-02",10.28,23,17.86,447.16,18.95,3836.0589,3113.870117
"2019-12-03",10.33,22.92,17.75,444.64,18.85,3851.0873,3093.199951
"2019-12-04",10.29,22.95,17.74,447.09,18.95,3849.819,3112.76001
"2019-12-05",10.44,22.96,17.88,452.16,19.08,3879.3638,3117.429932
"2019-12-06",10.53,23.19,18.09,459.19,19.28,3902.3853,3145.909912
"2019-12-09",10.49,23.1,18.08,455.7,19.19,3895.4468,3135.959961
"2019-12-10",10.56,23.03,18.05,454.45,19.2,3900.3843,3132.52002
"2019-12-11",10.57,23.16,18.2,458.88,19.33,3902.7492,3141.629883
"2019-12-12",10.57,23.31,18.42,461.62,19.58,3891.0242,3168.570068
"2019-12-13",10.84,23.48,18.75,468.42,19.86,3968.2211,3168.800049
"2019-12-16",10.82,23.7,18.79,470.96,19.99,3987.5464,3191.449951
"2019-12-17",10.92,23.69,18.98,477.28,20.13,4041.7996,3192.52002
"2019-12-18",10.86,23.73,19.04,478.89,20.19,4032.7826,3191.139893
"2019-12-19",10.8,23.86,18.94,476.33,20.1,4027.1495,3205.370117
"2019-12-20",10.79,24.03,19.03,476.37,20.19,4017.2527,3221.219971
"2019-12-23",10.69,24.01,19.04,476.4,20.25,3967.0962,3224.01001
"2019-12-24",10.775,24.01,19.115,476.22,20.25,3992.9581,3223.379883
"2019-12-26",10.8175,24.18,19.1525,478.185,20.35,4025.9879,3223.379883
"2019-12-27",10.86,24.16,19.19,480.15,20.45,4025.9879,3223.379883
"2019-12-30",11.04,23.95,19.23,481.94,20.44,4025.9879,3223.379883
"2019-12-31",11.11,24,19.18,482.09,20.32,4025.9879,3223.379883
"2020-01-02",11.29,24.5,19.56,495.43,20.85,4025.9879,3223.379883
"2020-01-03",11.2,24.31,19.47,491.47,20.78,4025.9879,3223.379883
"2020-01-06",11.14,24.41,19.32,487.96,20.67,4025.9879,3223.379883
"2020-01-07",11.26,24.52,19.48,491.83,20.86,4025.9879,3223.379883
"2020-01-08",11.13,24.74,19.36,491.47,20.81,4025.9879,3223.379883
"2020-01-09",11.4,24.99,19.75,502.46,21.13,4025.9879,3223.379883
"1562",0.4,0.196470032943062,0.1,0.181332041138114,0.122197925918823,0.4,0.196470032943062
