"","LU0168053600","LU0093666013","IE0004851022","LU0820562030","LU0578942376","LU0209137388","LU0365089902","LU0261952682","LU1775982595","LU0607514717","IE0000805634","GB0000804335","LU0913601281","LU0708994347","LU0348788117","LU0109395268","LU0011890265","LU0823388615","LU0093502762","HK0000288735","LU0823434583","LU0171293334","LU0352132103","LU0048597586","LU0154355936","LU0238205958","IE00B11XYX59","LU0314109678","LU1023056804","LU0256839274","LU0054237671","LU0028119526","LU0823431720","LU0028118809","LU0823414478","LU0820561909","LU0093669546","LU0011869814","LU0370787193","LU0943347566","LU0231483743","LU0231793349","LU0815945547","LU0823046494","HK0000176740","IE00B0MD9S72","LU0171289738","IE0034235188","LU0243957825","HK0000065125","IE00B12V2T05","IE0030165983","LU0171310443","LU0243957239","LU0728926402","LU0171305526","LU0607522496","LU0119176310","HK0000098423","LU0130103400","LU1046420714","LU0140363002","LU1046421795","LU0348805143","IE0003895053","LU0352132285","LU0229940001","IE00B3QK8V11","LU0211326755","LU0128525689"
"2014-03-05 08:00:00",9.37634,18.82,26.39547,6.07,8.87,16.95,112.58,10.28,117.65,2969,78.39,967.9051,6.66,5.99,54.99,5.16,34.91,96.5,23.629999,65.92,55.39,136,6.75,7.0547,16.51,16.75,35.57,9.16325,10.08,183.89,34.361,994,85.83,17.81,111.73,6.19,9.93,3.0498,27.94,6.26,22.3029,25.77,8.92,491.92,76.37,9.14029,39.41,20.638,16.3517,210.02,10.0391,28.35,12.25,18.48,6.36,23.11,13.75,19.261,81.16,271.21,NA,23.38,NA,85.30904,406.0834,4.88,23.52,13.8099,18.95,28.7
"2014-03-06 08:00:00",9.37634,18.9,26.61496,6.09,8.87,16.98,114.76,10.31,117.3,2993,77.93,979.1598,6.68,6.01,55.49,5.16,35.06,96.46,23.799999,66.3,55.3975,136.46001,6.79,7.167,16.516,16.77,35.56,9.23706,10.18,184.07001,34.8,1008,84.49,18.01,112.53,6.21,9.91,3.0684,27.88,6.28,22.3148,26,8.92,501.01,76.68,9.14029,39.94,20.6586,16.3537,211.01,10.0363,28.42,12.22,18.52,6.55,23.41,13.89,19.2834,81.16,273.12,NA,23.41,NA,86.25864,408.2609,4.86,23.56,13.9206,19.08,28.87
"2014-03-07 08:00:00",9.37634,18.63,26.24279,6.08,8.87,16.81,114.66,10.15,116.2,3026,78.38,981.9735,6.66,5.99,55.64,5.16,35.32,96.31,23.49,66.54,55.385,135.72,6.79,7.0925,16.517,16.73,35.47,9.23658,10.19,183.06,34.66,1017,83.65,17.89,112.46,6.2,9.92,3.0716,27.9,6.26,22.4009,25.7,8.92,489.44,76.57,9.11647,39.36,20.515,16.3619,210.51,9.9118,28.53,12.19,18.51,6.36,22.89,13.99,19.3046,81.22,272.71,NA,23.15,NA,86.22957,408.6287,4.86,23.57,13.845,18.99,28.69
"2014-03-10 08:00:00",9.37634,18.6,25.69884,6.06,8.86,16.7,114.25,10.14,115.71,3006,76.86,980.0977,6.63,5.97,55.27,5.16,35.11,96.26,23.17,65.81,55.1775,133.55,6.79,7.0189,16.522,16.72,35.35,9.09071,10.07,182.42,34.262,1025,82.93,17.7,112.56,6.17,9.93,3.0538,27.93,6.24,22.1603,25.6,8.91,481.88,76.31,9.0847,38.54,20.4711,16.3596,206.71,9.7972,28.35,12.02,18.49,6.28,22.68,14.04,19.3246,81.24,271.01,NA,22.96,NA,85.35749,406.3659,4.86,23.47,13.8347,18.91,28.61
"2014-03-11 08:00:00",9.37634,18.57,25.8229,6.07,8.85,16.73,114.09,10.14,116.1,3003,75.65,976.3461,6.64,5.95,55.39,5.16,35.49,96.26,23.389999,65.97,54.9325,133.94,6.81,7.0457,16.495,16.73,35.35,9.13394,10.09,181.36,34.331,1031,81.58,17.63,111.69,6.19,9.92,3.0654,27.92,6.25,22.1636,25.27,8.91,481.74,76.28,9.0847,39.08,20.3749,16.3695,206.79,9.6396,28.3,12.09,18.47,6.28,22.73,14.13,19.3283,81.26,269.63,NA,22.96,NA,85.59005,407.2216,4.87,23.6,13.8079,18.88,28.57
"2014-03-12 08:00:00",9.35249,18.39,25.58433,6.04,8.84,16.66,113.96,10.05,115.63,2960,74.48,970.7188,6.61,5.94,54.52,5.16,35.13,96.19,23.030001,65.28,54.9375,132.57001,6.73,6.9503,16.502,16.69,35.2,8.98953,9.96,179.99001,33.983,1013,79.39,17.46,111.5,6.16,9.92,3.0153,27.95,6.22,21.9508,24.89,8.92,480.57,76.32,9.045,38.57,20.3163,16.3723,203.53,9.4379,28.05,11.93,18.44,6.27,22.87,13.95,19.33,81.28,268.17,NA,22.75,NA,84.42727,404.4268,4.81,23.32,13.7511,18.78,28.48
"2014-03-13 08:00:00",9.34453,18.16,25.46982,6.04,8.83,16.62,112.67,9.896,115.64,2963,74.03,969.7809,6.61,5.93,54.47,5.16,35.19,96.22,22.9,65.19,54.18,131.98,6.79,6.9175,16.507,16.71,35.21,8.94347,9.93,179.09,33.863,1004,77.52,17.43,110.33,6.16,9.93,3.0148,28.01,6.22,21.8771,24.47,8.91,477.33,76.31,9.045,38.5,20.059,16.3789,202.31,9.2476,28.07,11.87,18.43,6.23,23.15,13.85,19.3135,81.24,265.26,NA,22.58,NA,84.34976,404.7977,4.86,23.43,13.7897,18.63,28.23
"2014-03-14 08:00:00",9.32863,18.01,25.14536,6,8.83,16.58,112.21,9.846,114.16,2863,72.37,951.023,6.57,5.93,53.99,5.15,34.83,96.07,22.389999,64.91,54.0075,130.25999,6.79,6.8608,16.512,16.7,35.11,8.80325,9.83,176.78,33.784,973,75.91,17.05,110.02,6.12,9.93,2.958,27.97,6.18,21.6665,24.55,8.92,473.65,76.08,9.02117,38.05,19.9551,16.3953,199.81,9.1798,27.76,11.7,18.38,6.17,23.62,13.59,19.3133,81.27,262.68,NA,22.37,NA,83.51643,402.5545,4.84,23.55,13.7811,18.59,28.17
"2014-03-17 08:00:00",9.34453,18.26,NA,6.02,8.77,16.65,112.22,9.992,114.16,2825,NA,956.6504,6.58,5.94,53.92,5.15,34.04,96.17,22.799999,65,54.665,132,6.84,6.8866,16.496,16.72,35.18,8.78611,9.83,177.78,33.903,946,78.66,17.21,110.76,6.13,9.93,2.9209,27.96,6.2,21.6771,24.94,8.92,476.26,75.91,9.03706,38.3,NA,16.3762,199.55,NA,NA,11.79,18.39,6.24,23.52,13.16,19.2823,81.27,264.47,NA,22.58,NA,83.65209,NA,4.88,23.64,NA,18.71,28.35
"2014-03-18 08:00:00",9.36044,18.44,25.63204,6.04,8.83,16.64,112.57,10.07,114.49,2849,76.6,970.7188,6.61,5.95,54.17,5.16,34.87,96.31,23.15,65.19,55.13,131.85001,6.9,6.8976,16.491,16.73,35.26,8.86908,9.89,177.56,34.023,966,81.78,17.39,111.71,6.15,9.94,2.9488,27.97,6.21,21.7812,25.53,8.92,486.79,75.7,9.06088,38.75,20.3577,16.3712,200.81,9.8388,27.94,11.92,18.43,6.39,22.81,13.45,19.2983,81.26,267.14,NA,22.64,NA,83.88464,401.9765,4.91,23.6,13.8391,18.84,28.54
"2014-03-19 08:00:00",9.37634,18.46,25.99467,6.06,8.85,16.68,112.84,10.08,116.03,2853,77.72,974.4703,6.63,5.95,54.28,5.16,35,96.4,23.09,65.22,54.6625,132.97,6.93,6.8817,16.489,16.77,35.35,8.92001,9.89,178.94,33.843,962,81.97,17.49,110.96,6.17,9.93,2.9428,27.94,6.23,21.88,25.45,8.92,488.76,75.49,9.0847,39.39,20.2804,16.3763,201.12,9.7983,28.09,11.9,18.46,6.43,22.54,13.41,19.3149,81.06,266.4,NA,22.58,NA,83.59395,402.2687,4.97,23.73,13.8687,18.8,28.42
"2014-03-20 08:00:00",9.37634,18.45,26.2905,6.05,8.85,16.24,112.52,10.12,115.34,2825,76.8,963.2156,6.61,5.94,53.43,5.16,34.08,96.27,23.030001,64.49,54.8725,130.78999,6.95,6.7663,16.427,16.68,35.23,8.7976,9.76,177.87,33.316,938,82.47,17.26,110.97,6.16,9.91,2.8768,27.88,6.22,21.6843,25.37,8.9,495.22,75.15,9.05294,39.75,20.2482,16.3503,198.02,9.7381,27.79,11.96,18.43,6.49,22.16,12.97,19.3161,81.08,265.38,NA,22.58,NA,82.22769,398.5827,5.01,23.36,13.7641,18.79,28.42
"2014-03-21 08:00:00",9.37634,18.48,26.80581,6.06,8.84,16.44,113.46,10.15,115.05,2825,75.95,976.3461,6.63,5.94,53.45,5.16,34.12,96.37,23.15,64.99,54.3275,131.13,6.96,6.7952,16.443,16.71,35.23,8.84191,9.8,179.37,33.634,938,81.07,17.39,111.14,6.17,9.92,2.881,27.9,6.24,21.9328,25.41,8.9,498.03,75.28,9.05294,40.64,20.1201,16.3511,200.33,9.635,27.97,11.92,18.46,6.53,22.42,12.98,19.3327,81.09,264.95,NA,22.51,NA,82.0242,399.4915,5,23.28,13.7807,18.82,28.4
"2014-03-24 08:00:00",9.37634,18.26,26.76764,6.01,8.85,16.34,114.24,10.01,113.02,2891,75.95,966.0293,6.58,5.96,53.9,5.17,34.93,96.41,22.780001,65.58,54.01,129.42,6.96,6.7594,16.461,16.78,35.35,8.87385,9.93,178.05,33.624,962,81.12,17.25,110.85,6.12,9.93,2.9117,27.95,6.19,22.141,25.33,8.9,500.91,75.44,9.0847,40.53,19.9094,16.366,203.59,9.6073,28.06,11.72,18.44,6.61,21.78,13.28,19.347,81.1,264.06,NA,22.29,NA,82.9738,401.8534,4.99,23.29,13.7834,18.78,28.39
"2014-03-25 08:00:00",9.3843,18.43,26.99667,6.01,8.85,16.43,115.01,10.15,111.39,2896,76.81,971.6566,6.58,5.97,53.31,5.16,34.94,96.45,23.049999,65.19,54.035,131.5,6.99,6.7335,16.486,16.82,35.45,8.71435,9.85,179.02,33.664,949,83.4,17.3,111.87,6.12,9.94,2.9136,27.97,6.19,22.0956,25.78,8.9,505.18,75.42,9.10853,40.91,20.024,16.3921,201.97,9.8426,28.01,11.76,18.46,6.66,21.82,13.13,19.3602,81.1,264.73,NA,22.5,NA,82.00482,400.5468,5.02,23.34,13.8525,18.88,28.52
"2014-03-26 08:00:00",9.39225,18.57,27.27341,6.02,8.85,16.45,115.72,10.26,111.74,2916,78.88,980.0977,6.58,6,53.54,5.17,35.14,96.53,23.309999,65.89,53.52,132.89,7,6.8071,16.51,16.9,35.64,8.74541,9.96,181.00999,33.983,945,85,17.53,111.72,6.12,9.96,2.927,27.99,6.19,22.244,26.09,8.91,504.87,75.38,9.15617,41.2,19.9068,16.3902,203.53,10.0883,28.15,11.79,18.5,6.65,21.52,13.07,19.3649,81.12,266.46,NA,22.68,NA,82.58621,402.4405,5.04,23.54,13.93,18.91,28.57
"2014-03-27 08:00:00",9.4002,18.56,27.77918,5.99,8.85,16.45,115.88,10.27,111.39,2962,78.5,967.9051,6.55,6.06,53.16,5.17,35.38,96.51,23.309999,65.97,53.2925,132.67,6.98,6.7653,16.547,17.01,35.85,8.5675,9.96,181.66,33.883,948,84.28,17.5,112.46,6.1,9.98,2.9721,28.03,6.16,22.4421,25.91,8.92,522.22,75.31,9.21176,41.73,19.8313,16.401,201.98,9.9817,28.08,11.71,18.5,6.96,21.27,13.11,19.3731,81.12,267.15,NA,22.64,NA,81.76257,403.1779,5.04,23.66,14.0215,18.92,28.58
"2014-03-28 08:00:00",9.41611,18.69,28.12272,6,8.86,16.61,118.16,10.4,111.47,3004,79.28,970.7188,6.56,6.05,53.82,5.17,35.63,96.56,23.5,66.47,53.4775,133.31,6.98,6.8419,16.559,17.01,35.85,8.68241,10.05,182.89,34.272,967,84.41,17.45,113.71,6.11,9.97,2.9787,28,6.17,22.6767,26.1,8.92,523.96,75.36,9.2136,42.2,19.9434,16.4213,204.36,10.0725,28.15,11.82,18.53,6.99,21.65,13.37,19.3732,81.1,269.22,NA,22.77,NA,82.0242,404.74,5.04,24.04,14.0607,19.03,28.71
"2014-03-31 08:00:00",9.42406,18.72,28.16089,6.01,8.87,16.61,118.64,10.37,110.79,3051,80.49,978.2219,6.58,6.08,54.35,5.17,35.68,96.63,23.65,66.84,54.0525,133.05,7,6.8777,16.555,17.05,35.9,8.7977,10.11,183.06,34.401,983,86.53,17.63,113.83,6.12,9.97,2.9929,28,6.19,22.8332,26.61,8.91,531.4,75.32,9.22162,42.45,20.0779,16.3975,205.31,10.3941,28.28,11.76,18.54,7.1,21.79,13.48,19.3787,81.12,272.05,NA,22.84,NA,82.63466,405.289,5.04,24.1,14.154,19.14,28.85
"2014-04-01 08:00:00",9.43827,18.91,28.22769,6.05,8.88,16.69,118.52,10.45,112.39,3062,81.84,981.9735,6.61,6.09,55.26,5.17,35.71,96.7,23.799999,67.14,54.69,133.64999,7.09,6.997,16.559,17.06,36.02,8.98924,10.24,182.67,34.82,984,87.26,17.75,114.56,6.15,9.97,2.9834,27.99,6.22,23.0213,26.93,8.92,531.1,75.49,9.2537,42.58,20.2898,16.4092,208.53,10.5457,28.47,11.95,18.57,7.06,21.34,13.47,19.4113,81.14,273.03,NA,22.98,NA,84.40789,408.5285,5.1,24.44,14.1671,19.24,28.99
"2014-04-02 08:00:00",9.44626,18.93,28.44718,6.06,8.9,16.78,120.56,10.45,112.9,3067,81.78,982.9114,6.63,6.09,55.76,5.18,35.72,96.73,23.809999,67.34,54.825,133.74001,7.12,7.0278,16.584,17.05,36.01,9.02595,10.32,183.39,34.909,997,86.54,17.84,114.66,6.17,9.96,2.9985,27.96,6.23,23.238,26.84,8.92,540.3,75.54,9.2537,42.81,20.3439,16.4063,209.49,10.5031,28.58,12.08,18.58,7.2,21.75,13.62,19.4249,81.14,273.6,NA,23.05,NA,85.154,409.5404,5.13,24.68,14.1521,19.29,29.02
"2014-04-03 08:00:00",9.45424,18.97,28.63804,6.08,8.91,16.76,118.93,10.52,113.16,3073,81.9,986.6629,6.64,6.09,55.56,5.18,35.65,96.76,24,67.52,54.53,133.28999,7.12,6.9821,16.562,17.05,36.01,9.01582,10.31,183.08,34.72,992,86.33,17.79,115.08,6.18,9.98,2.9937,28,6.25,23.4308,26.76,8.92,536.17,75.47,9.2537,43.09,20.2804,16.401,210.05,10.4396,28.65,12.18,18.59,7.14,21.5,13.52,19.443,81.14,273.43,NA,23.05,NA,84.71797,409.324,5.15,24.75,14.1243,19.26,29
"2014-04-04 08:00:00",9.46223,19.13,29.28695,6.06,8.92,16.86,118.58,10.59,112.06,3065,81.78,984.7871,6.63,6.11,55.28,5.19,35.62,96.85,23.950001,67.5,53.505,133.33,7.12,6.9891,16.564,17.14,36.17,8.91163,10.29,183.52,34.8,987,87.54,17.84,114.89,6.17,10.01,3.0049,28.07,6.23,23.5124,27.01,8.92,541.51,75.48,9.29379,44.28,20.0606,16.4115,209.27,10.5928,28.59,12.01,18.61,7.23,21.96,13.45,19.4474,81.17,272.55,NA,23.13,NA,84.28193,409.1841,5.16,24.75,14.2355,19.26,28.99
"2014-04-07 08:00:00",9.46223,18.88,29.00066,6,8.92,16.9,119.04,10.45,110.03,3018,81.19,981.0356,6.56,6.11,55,5.19,35.25,96.85,23.75,67.46,52.7175,131.73,7.08,6.8936,16.609,17.15,36.17,8.77521,10.24,182.14,34.531,970,84.59,17.85,113.59,6.1,10.01,2.9822,28.09,6.17,23.4305,26.56,NA,549.93,75.54,9.29379,43.86,19.7027,16.4488,207.77,10.3694,28.39,11.67,18.63,7.41,21.86,13.3,19.4625,NA,269.81,NA,22.9,NA,83.2548,409.0846,5.12,24.85,14.2622,19.12,28.81
"2014-04-08 08:00:00",9.46223,18.68,29.29649,5.97,8.92,16.87,119.12,10.42,108.95,2971,81.53,959.464,6.52,6.11,55.17,5.19,34.96,96.82,23.190001,68,52.9175,130.03,7.13,6.9443,16.635,17.19,36.28,8.81065,10.25,181.12,34.959,953,84.57,17.48,114.29,6.07,10,2.9685,28.07,6.14,23.5427,26.62,8.93,551.92,75.81,9.32587,44.74,19.7013,16.4584,209.18,10.4722,28.23,11.48,18.57,7.45,22.31,13.15,19.4682,81.17,271.15,NA,22.74,NA,83.90402,409.7727,5.13,24.91,14.4044,19.12,28.81
"2014-04-09 08:00:00",9.47021,18.74,28.78118,5.99,8.92,16.84,120,10.44,108.58,2918,81.25,971.6566,6.54,6.11,55.61,5.19,34.77,96.92,23.379999,68.34,53.7,131.98,7.16,7.0089,16.656,17.22,36.34,8.90073,10.33,182.47,35.238,933,84.21,17.65,114.67,6.08,10,2.918,28.07,6.16,23.6912,26.7,8.93,547.25,75.84,9.33389,43.42,19.9428,16.4593,211.17,10.4614,28.33,11.56,18.6,7.4,21.92,12.95,19.466,81.21,272.26,8.47,22.85,10,84.95052,411.5375,5.13,24.91,14.3573,19.2,28.99
"2014-04-10 08:00:00",9.4782,18.47,28.94341,6.02,8.93,16.95,119.77,10.35,110.57,2913,81.88,973.5324,6.58,6.13,56.04,5.2,34.73,96.99,23.309999,68.46,52.21,132.55,7.19,7.0567,16.676,17.32,36.46,9.01446,10.41,182.57001,35.497,926,84.89,17.55,113.39,6.11,10.02,2.9225,28.14,6.19,23.7862,26.79,8.94,546.3,75.78,9.36596,43.88,19.5187,16.4878,213.99,10.616,28.58,11.61,18.62,7.46,22.19,12.89,19.4856,81.24,269.75,8.47,22.57,9.91,86.35555,413.123,5.14,24.88,14.4408,19.07,28.76
"2014-04-11 08:00:00",9.47021,18.31,28.62849,5.94,8.9,16.76,119.81,10.23,107.3,2880,81.13,956.6504,6.49,6.12,55.26,5.19,34.4,96.87,22.700001,68.18,51.545,128.88,7.19,6.9831,16.677,17.29,36.35,8.85846,10.3,178.92,35.198,910,84.18,17.22,112.84,6.04,10.01,2.905,28.18,6.11,23.8483,26.78,8.94,549.72,75.73,9.3419,43.6,19.302,16.4938,211.91,10.5357,28.2,11.32,18.55,7.52,21.89,12.69,19.4915,81.28,266.4,8.43,22.38,9.76,85.43501,413.2871,5.14,24.88,14.3727,18.97,28.6
"2014-04-14 08:00:00",9.47021,18.28,29.03884,5.93,8.89,16.73,119.92,10.29,105.78,2864,79.71,943.5199,6.47,6.1,54.84,5.19,34.44,96.9,22.610001,68.06,51.945,127.62,7.1,6.9841,16.677,17.25,36.28,8.81981,10.28,178.2,35.258,896,82.71,17.05,114.25,6.02,10.02,2.9006,28.17,6.09,23.9243,26.49,8.94,548.59,75.63,9.32587,44.04,19.3506,16.5043,211.61,10.3792,28.03,11.21,18.53,7.46,22,12.47,19.4913,81.34,267.35,8.43,22.31,9.76,84.66951,413.0897,5.1,24.98,14.3148,18.98,28.62
"2014-04-15 08:00:00",9.46223,18.03,28.64758,5.95,8.89,16.82,120.58,10.16,106.06,2864,79.46,946.3335,6.49,6.08,54.52,5.19,34.47,96.92,22.719999,67.69,52.3125,128.27,7.17,6.8996,16.665,17.24,36.21,8.65095,10.21,179.7,34.909,892,80.51,17.09,115.28,6.04,10.04,2.9055,28.23,6.11,23.7224,26.01,8.94,537.13,75.62,9.30181,43.47,19.3165,16.4993,208.51,10.1096,28,11.34,18.54,7.25,21.56,12.4,19.5068,81.36,267.79,8.35,22.1,9.66,84.43696,411.7965,5.15,24.87,14.2501,18.91,28.5
"2014-04-16 08:00:00",9.46223,18.3,28.62849,5.97,8.9,16.93,119.16,10.32,106.73,2922,77.9,942.582,6.51,6.08,54.61,5.19,34.96,96.91,22.799999,67.73,53.1325,128.73,7.18,6.9761,16.672,17.26,36.26,8.66118,10.23,179.48,35.158,917,81.67,17.15,116.8,6.06,10.05,2.9653,28.22,6.13,23.8258,26.09,8.94,542.78,75.66,9.31785,43.04,19.5631,16.5166,208.6,10.2018,28.11,11.34,18.56,7.31,21.5,12.69,19.4858,81.38,269.91,8.4,22.38,9.82,84.38851,412.3339,5.15,24.9,14.2326,19.04,28.73
"2014-04-17 08:00:00",9.47021,18.41,28.71438,5.99,8.91,16.94,120.49,10.38,107.48,2937,78.74,948.2093,6.54,6.1,54.89,5.19,35.09,96.91,23.07,67.95,53.235,130.17999,7.2,7.0199,16.684,17.28,36.33,8.74483,10.27,179.89,35.327,933,82.67,17.29,117.91,6.08,10.04,2.9682,28.19,6.15,23.847,26.58,8.94,547.84,75.78,9.33389,43.03,19.5797,16.5191,209.2,10.4047,28.3,11.43,18.58,7.37,21.43,12.93,19.4798,81.44,270.47,8.47,22.53,9.83,84.83425,NA,5.18,25.1,14.2961,19.12,28.81
"2014-04-18 08:00:00",9.47021,NA,NA,NA,NA,NA,NA,10.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0298,NA,17.28,NA,NA,NA,NA,35.357,NA,NA,NA,NA,NA,NA,NA,28.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.45,NA,9.87,NA,NA,NA,NA,NA,NA,NA
"2014-04-21 08:00:00",9.47021,18.4,NA,NA,NA,NA,NA,10.38,NA,NA,NA,NA,NA,6.1,NA,5.19,NA,NA,NA,NA,NA,NA,7.21,7.0388,NA,17.3,36.39,NA,NA,NA,35.347,NA,NA,NA,NA,NA,10.04,NA,28.19,NA,NA,26.39,NA,NA,NA,9.34992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.46,22.54,9.89,NA,NA,5.19,25.17,NA,19.13,28.82
"2014-04-22 08:00:00",9.4782,18.73,28.99112,6.03,8.92,17.04,120.29,10.52,109.01,2923,79.9,961.3398,6.59,6.1,55.39,5.19,34.54,97.01,23.389999,67.68,53.89,132.12,7.21,7.0706,16.665,17.29,36.36,8.78027,10.34,182.55,35.457,924,83.23,17.59,118.39,6.12,10.05,2.9386,28.18,6.2,23.8314,26.44,8.94,545.44,75.63,9.3419,43.44,19.7966,16.4988,208.9,10.4307,28.41,11.57,18.62,7.35,21.16,12.75,19.4914,81.48,272.22,8.49,22.82,9.95,85.49315,413.3709,5.18,25.04,14.2304,19.25,28.98
"2014-04-23 08:00:00",9.48618,18.62,28.69529,6.04,8.92,16.98,120.36,10.45,110.99,2949,79.57,966.9672,6.59,6.08,55.33,5.2,34.99,97.05,23.33,67.41,53.605,130.97,7.22,7.0248,16.665,17.28,36.32,8.76381,10.31,183.27,35.318,929,82.68,17.55,118.75,6.13,10.05,2.9707,28.21,6.2,23.7452,26.26,8.94,543.17,75.59,9.33389,43.21,19.6815,16.507,207.35,10.3928,28.43,11.55,18.64,7.29,21.37,12.87,19.5016,81.41,271.62,8.45,22.73,9.87,85.30904,412.5036,5.19,25.04,14.203,19.23,28.93
"2014-04-24 08:00:00",9.50215,18.63,28.80981,6.04,8.93,17.03,120.21,10.49,110.46,2917,79.2,969.7809,6.6,6.09,55.25,5.2,35.05,97.08,23.18,67.62,53.6825,130.37,7.23,7.0268,16.67,17.26,36.29,8.7569,10.31,184.06,35.397,925,81.29,17.63,119.01,6.13,10.04,2.9614,28.21,6.21,23.8544,26.12,8.94,547.34,75.52,9.32587,43.37,19.6457,16.5234,208.23,10.2767,28.45,11.49,18.67,7.38,21.63,12.78,19.5016,81.41,272.11,8.46,22.78,9.98,85.43501,413.0911,5.19,24.93,14.2416,19.24,29
"2014-04-25 08:00:00",9.49417,18.4,28.62849,6.03,8.94,17,120.7,10.36,110.12,2922,77.43,959.464,6.58,6.08,54.86,5.2,35.3,97.11,23.09,67.02,53.0525,130.3,7.23,6.9095,16.686,17.22,36.07,8.63187,10.11,183.28999,34.849,926,79.47,17.46,118.7,6.12,10.05,2.9769,28.26,6.19,23.6365,25.73,8.94,541.77,75.44,9.26974,43.19,19.4001,16.549,205.56,10.0721,28.37,11.38,18.66,7.3,21.57,12.84,19.5132,81.41,270.34,8.37,22.59,9.81,84.57262,410.6378,5.19,24.75,14.2294,19.12,28.84
"2014-04-28 08:00:00",9.49417,18.43,28.46627,6.02,8.94,16.99,121.01,10.41,109.81,2902,76.87,960.4019,6.57,6.08,54.64,5.2,35.09,97.13,23.02,66.65,53.0525,129.67999,7.18,6.8787,16.677,17.22,36.1,8.47003,10.18,183.23,34.8,914,80.07,17.41,119.23,6.1,10.04,2.9579,28.24,6.18,23.6384,26.02,8.94,541.17,75.51,9.27775,42.96,19.3998,16.5594,203.78,10.1599,28.18,11.28,18.66,7.27,21.63,12.65,19.529,81.44,268.69,8.36,22.58,9.74,84.2141,410.8021,5.14,24.64,14.237,19.15,28.87
"2014-04-29 08:00:00",9.51014,18.66,29.07701,6.02,8.93,17.08,120.8,10.56,110.17,2902,78.47,964.1535,6.56,6.1,54.61,5.21,34.93,97.17,23.299999,66.87,53.585,130.42999,7.16,6.9065,16.662,17.27,36.24,8.48736,10.2,183.48,34.989,914,81.37,17.51,120.34,6.1,10.04,2.9519,28.27,6.18,23.8965,26.22,8.93,547.65,75.49,9.30983,43.96,19.5493,16.5476,205.55,10.2416,28.22,11.24,18.68,7.36,21.52,12.59,19.5331,81.41,270.1,8.39,22.83,9.83,84.08813,410.8472,5.15,24.73,14.2977,19.22,29.03
"2014-04-30 08:00:00",9.51014,18.59,28.71438,6.03,8.93,17.02,120.63,10.54,111.02,2902,78.63,961.3398,6.58,6.08,54.21,5.21,35.01,97.24,23.16,66.97,53.895,130.49001,7.18,6.8101,16.668,17.32,36.24,8.37177,10.12,184.22,34.7,909,81.67,17.57,120.73,6.11,10.06,2.9665,28.32,6.18,23.7383,26.44,8.94,544.97,75.55,9.30983,43.36,19.5167,16.559,203.16,10.3339,28.16,11.2,18.7,7.28,21.45,12.55,19.5455,81.44,271.24,8.36,22.9,9.79,83.40984,410.0133,5.14,24.49,14.4009,19.22,29.09
"2014-05-01 08:00:00",9.51511,18.6,28.81665,NA,NA,NA,NA,10.54,110.87,2902,79.11,961.1344,NA,6.08,NA,5.21,NA,NA,NA,NA,NA,NA,7.21,6.8439,NA,17.34,36.3,NA,NA,NA,34.849,909,NA,17.57,NA,NA,10.06,NA,28.34,NA,NA,26.48,NA,NA,NA,9.32587,NA,19.5405,16.559,NA,10.3457,28.27,NA,18.7,NA,NA,12.55,NA,NA,NA,8.37,22.92,9.85,NA,NA,5.16,24.51,14.4239,19.23,29.13
"2014-05-02 08:00:00",9.52312,18.57,29.31798,6.06,8.95,17.14,121.95,10.49,111.35,2931,79.27,965.869,6.61,6.08,54.78,5.21,35.43,97.29,23.26,67.17,53.9725,132.42999,7.21,6.8638,16.704,17.36,36.37,8.48619,10.19,184.59,34.869,923,81.51,17.63,121.13,6.15,10.07,3.0039,28.39,6.22,23.815,26.44,NA,556.57,75.58,9.3419,43.98,19.5449,16.6099,204.71,10.3975,28.35,11.39,18.75,7.47,21.41,12.75,19.563,NA,272.12,8.39,22.98,9.81,84.34006,NA,5.16,24.57,14.4795,19.22,29.13
"2014-05-05 08:00:00",9.52312,18.54,NA,6.05,8.95,17.12,121.66,10.49,111.35,2931,NA,NA,6.6,6.08,54.66,5.21,35.6,97.33,22.969999,66.98,54.23,132.57001,7.27,6.8737,16.712,17.37,36.37,8.41306,10.16,182.77,34.82,923,81.26,17.45,121.26,6.13,10.08,3.0234,28.38,6.21,23.713,26.37,8.95,556.97,75.76,9.3419,44.29,NA,16.6216,203.2,NA,NA,11.33,18.71,7.5,21.79,12.81,19.574,81.49,271.48,8.38,22.92,9.77,84.29161,NA,5.2,24.52,NA,19.19,29.09
"2014-05-06 08:00:00",9.53114,18.47,29.15408,6.06,8.96,17.18,121.89,10.42,111.46,2931,79.97,961.1344,6.6,6.09,NA,5.21,35.66,97.41,23,NA,53.6925,132.72,7.27,6.8906,16.766,17.41,36.42,8.41092,10.17,183.46001,34.889,923,82.43,17.48,121.61,6.14,10.09,3.0387,28.39,6.21,23.7214,26.55,NA,559.93,NA,9.35794,43.99,19.5839,16.6048,NA,10.4816,28.35,11.33,18.73,7.52,21.61,12.83,19.5757,NA,270.22,8.38,22.86,9.75,84.48541,NA,5.18,24.41,14.5012,19.16,29.02
