"","LU0168053600","LU0093666013","IE0004851022","LU0820562030","LU0578942376","LU0209137388","LU0365089902","LU0261952682","LU1775982595","LU0607514717","IE0000805634","GB0000804335","LU0913601281","LU0708994347","LU0348788117","LU0109395268","LU0011890265","LU0823388615","LU0093502762","HK0000288735","LU0823434583","LU0171293334","LU0352132103","LU0048597586","LU0154355936","LU0238205958","IE00B11XYX59","LU0314109678","LU1023056804","LU0256839274","LU0054237671","LU0028119526","LU0823431720","LU0028118809","LU0823414478","LU0820561909","LU0093669546","LU0011869814","LU0370787193","LU0943347566","LU0231483743","LU0231793349","LU0815945547","LU0823046494","HK0000176740","IE00B0MD9S72","LU0171289738","IE0034235188","LU0243957825","HK0000065125","IE00B12V2T05","IE0030165983","LU0171310443","LU0243957239","LU0728926402","LU0171305526","LU0607522496","LU0119176310","HK0000098423","LU0130103400","LU1046420714","LU0140363002","LU1046421795","LU0348805143","IE0003895053","LU0352132285","LU0229940001","IE00B3QK8V11","LU0211326755","LU0128525689"
"2016-04-25 08:00:00",9.71206,19.69,24.82317,6.34,9.09,18.77,161.1,10.77,120.99,3670,63.89,992.2242,6.63,5.64,52.53,5.37,45.91,93.92,25.01,69.78,58.725,118.01,5.56,6.5367,18.136,18.49,36.43,8.42424,10.66,223.67,35.997,1108,90.7,17.68,74.8,6.19,10.97,3.33,30.3,6.31,21.4661,21.29,9.28,339.31,77.55,9.35795,35.87,20.5291,17.278,198.33,7.491,29.28,15.45,19.8,4.7,26.84,14.12,20.912,89.47,243.43,8.91,22.53,12.13,77.29936,421.6668,4.9,23.8,11.9183,17.67,26.25
"2016-04-26 08:00:00",9.71206,19.69,24.92938,6.34,9.09,18.99,160.8,10.79,119.69,3653,63.47,987.4309,6.64,5.66,52.59,5.37,45.45,94.01,25.120001,69.81,58.735,119.84,5.52,6.5617,18.11,18.44,36.39,8.41684,10.67,223.93,36.087,1081,90.03,17.77,76.27,6.2,10.96,3.3065,30.28,6.31,21.3776,21.42,9.28,346.33,77.58,9.3492,35.67,20.5602,17.2606,199.04,7.5277,29.22,15.42,19.78,4.83,26.42,13.8,20.8982,89.45,244.34,8.93,22.67,12.2,77.43741,421.0966,4.85,23.78,11.9621,17.74,26.4
"2016-04-27 08:00:00",9.71206,19.8,25.29627,6.34,9.09,18.88,161.42,10.83,118.84,3644,63.95,990.3069,6.63,5.67,52.28,5.37,45.29,94.16,25.35,69.79,58.7825,119.57,5.53,6.5367,18.119,18.45,36.5,8.37442,10.65,223.5,36.027,1085,89.66,17.83,77.65,6.2,10.96,3.2804,30.27,6.31,21.4491,21.35,9.28,351.95,77.53,9.37546,36.51,20.5624,17.2404,198.04,7.4958,29.2,15.24,19.79,4.93,26.87,13.81,20.8972,89.47,244.74,8.93,22.75,12.11,77.22047,420.7491,4.85,23.74,11.9443,17.79,26.48
"2016-04-28 08:00:00",9.71206,19.91,25.52799,6.35,9.12,18.97,158.76,10.82,118.31,3544,64.2,990.3069,6.65,5.69,52.26,5.37,44.97,94.4,25.219999,70,58.1725,119.43,5.54,6.5367,18.167,18.53,36.74,8.39366,10.6,221.02,36.027,1072,91.86,17.66,76.83,6.21,10.98,3.2463,30.29,6.32,21.4419,21.7,9.29,352.52,77.85,9.44549,36.94,20.4402,17.2497,197.96,7.6326,29.1,15.2,19.78,4.98,27.54,14.05,20.887,89.5,244.06,8.94,22.78,12.11,76.91479,420.4929,4.84,23.7,12.0749,17.7,26.44
"2016-04-29 08:00:00",9.72077,19.44,25.39282,6.32,9.15,18.88,159.04,10.5,117.69,3431,65.18,991.2656,6.61,5.68,52.01,5.37,44.72,94.28,24.84,69.69,57.9075,119.51,5.54,6.4388,18.175,18.59,36.71,8.29233,10.59,222.15,35.638,1038,89.98,17.64,76.5,6.17,10.97,3.2844,30.26,6.28,21.319,21.79,9.29,354.75,77.9,9.42799,37.04,20.3421,17.2489,195.69,7.6389,28.99,14.72,19.78,5,28.57,13.74,20.8873,89.51,243.35,8.8,22.36,11.72,76.39216,419.3639,4.8,23.52,12.1388,17.48,26.21
"2016-05-02 08:00:00",9.72575,19.44,NA,6.3,9.14,18.95,158.65,10.54,117.69,3447,NA,NA,6.59,5.67,NA,5.36,45.53,94.21,24.780001,NA,58.35,119.76,5.46,6.4558,18.198,18.6,36.7,8.29046,10.55,220.24,35.658,1059,NA,17.43,76.23,6.16,10.98,3.1864,30.27,6.27,21.3105,21.75,NA,349.11,NA,9.42799,36.33,NA,17.2562,NA,NA,NA,14.54,19.75,4.91,29.19,14.05,20.8811,NA,242.86,8.82,22.33,11.74,76.40203,NA,4.7,23.3,NA,17.51,26.26
"2016-05-03 08:00:00",9.70828,19.05,24.1312,6.3,9.14,18.95,157.65,10.34,117,3447,63.79,980.1605,6.59,5.62,51.59,5.36,45.87,93.87,24.459999,69.19,57.8475,118.91,5.39,6.3648,18.199,18.56,36.59,8.17275,10.46,218.43,35.199,1059,NA,17.02,73.97,6.16,11.01,3.2056,30.31,6.26,21.1468,21.4,9.3,337.51,77.9,9.40172,35.71,20.3064,17.2414,192.48,NA,28.91,14.47,19.64,4.73,28.27,14.16,20.855,89.56,238.72,8.75,21.93,11.65,75.6526,417.3572,4.65,23.15,11.9402,17.25,25.86
"2016-05-04 08:00:00",9.6908,18.95,24.10197,6.28,9.04,18.94,155.47,10.21,116.03,3446,62.26,980.1605,6.56,5.58,51.44,5.35,45.48,93.61,24.290001,68.64,57.435,117.04,5.38,6.3239,18.181,18.51,36.49,8.147,10.35,217.27,34.96,1059,87.02,16.85,72.62,6.13,10.99,3.1772,30.27,6.24,20.9797,21.09,9.3,338.74,77.74,9.37546,35.6,20.1567,17.2879,191.32,7.2845,28.78,14.4,19.61,4.77,27.53,14.04,20.8224,89.57,236.21,8.73,21.81,11.6,75.06095,416.3551,4.65,22.94,11.8412,17.07,25.59
"2016-05-05 08:00:00",9.6908,18.98,24.41372,NA,NA,NA,NA,10.25,113.98,3446,61.63,976.2901,NA,5.59,NA,5.35,NA,NA,NA,68.15,NA,NA,5.4,6.3259,NA,18.53,36.52,NA,NA,NA,34.87,1059,NA,16.85,NA,NA,11,NA,30.29,NA,NA,21.04,NA,NA,77.67,9.38422,NA,20.1878,17.2879,190.87,7.2221,28.67,NA,19.61,NA,NA,14.04,NA,89.59,NA,8.74,21.87,11.61,NA,415.7206,4.7,23.07,11.7807,17.06,25.52
"2016-05-06 08:00:00",9.67332,18.99,24.32604,6.24,9.02,19.04,155.07,10.25,113.73,3455,61.16,962.0667,6.52,5.6,51.25,5.34,45.49,93.18,24.200001,67.33,57.455,117.93,5.4,6.2849,18.216,18.54,36.53,8.03186,10.27,216.37,34.68,1076,87.38,16.7,73.07,6.1,11,3.1786,30.29,6.21,20.6014,20.89,9.3,336.91,77.73,9.38422,35.55,20.2169,17.2868,188.02,7.1934,28.52,14.39,19.55,4.72,28.33,14.24,20.7859,89.59,234.53,8.73,21.83,11.51,74.47915,413.6256,4.7,22.85,11.781,17.04,25.48
"2016-05-09 08:00:00",9.67332,18.98,24.04352,6.26,9.05,19.26,157.47,10.31,112.39,3463,61.86,981.128,6.54,5.58,51.3,5.33,45.25,93.09,24.4,67.04,57.755,117.3,5.42,6.2549,18.217,18.55,36.55,8.0073,10.25,219.51,34.62,1106,NA,16.93,71.78,6.11,11.02,3.1473,30.27,6.23,20.5766,20.82,9.3,331.26,77.61,9.39297,35.42,20.2365,17.2675,188.27,NA,28.61,14.57,19.59,4.68,27.4,14.5,20.7818,89.62,232.89,8.7,21.83,11.59,75.0215,413.4783,4.73,22.74,11.7288,17,25.36
"2016-05-10 08:00:00",9.66458,19.13,24.51114,6.27,9.04,19.36,157.42,10.41,114.41,3502,60.94,985.966,6.55,5.63,51.4,5.33,45.66,93.24,24.459999,67.2,58.525,117.79,5.39,6.3169,18.233,18.56,36.61,8.03088,10.25,220.92,34.81,1120,86.7,16.95,73.34,6.13,11.01,3.2083,30.28,6.23,20.5719,20.91,9.31,344.74,77.64,9.41048,36.04,20.4242,17.2603,189.5,7.1732,28.68,14.56,19.61,4.96,27.15,14.52,20.7743,89.64,236.79,8.79,22.03,11.71,75.25816,413.7432,4.71,22.7,11.7466,17.17,25.62
"2016-05-11 08:00:00",9.66458,19.08,24.78392,6.28,9.06,19.13,157.55,10.34,115.51,3508,61.42,980.1605,6.56,5.63,51.59,5.33,45.93,93.45,24.299999,67.46,57.8375,117.86,5.4,6.3269,18.256,18.63,36.73,8.02456,10.26,219.63,34.82,1138,88.04,16.79,73.82,6.13,11.02,3.2284,30.26,6.24,20.4812,21.05,9.31,345.35,77.74,9.43674,36.6,20.3141,17.248,188.44,7.2548,28.73,14.66,19.56,4.98,28.6,14.81,20.759,89.66,235.77,8.79,22.04,11.72,75.27788,413.9388,4.7,22.58,11.785,17.13,25.59
"2016-05-12 08:00:00",9.67332,18.96,24.78392,6.28,9.09,18.93,158.19,10.26,113.83,3513,62.22,988.8687,6.55,5.65,51.36,5.33,45.98,93.5,24.43,67.37,57.6225,118.37,5.41,6.2579,18.265,18.68,36.8,7.98283,10.24,219.72,34.561,1142,88.36,17.04,73.94,6.13,11.01,3.2122,30.23,6.24,20.3943,20.92,9.32,347.2,77.65,9.45425,36.34,20.2844,17.237,187.08,7.2747,28.76,14.62,19.62,5.01,29.03,14.8,20.7803,89.67,233.95,8.7,21.99,11.48,75.09053,414.0171,4.72,22.75,11.7888,17.07,25.45
"2016-05-13 08:00:00",9.67332,19,24.8034,6.26,9.09,18.81,158.33,10.35,112.54,3469,61.63,971.4522,6.54,5.63,50.9,5.33,45.17,93.39,24.43,66.66,57.2525,116.53,5.4,6.228,18.277,18.7,36.88,7.90005,10.11,217.65,34.401,1156,89.44,16.73,73.06,6.12,11.03,3.1434,30.25,6.22,20.2159,20.87,9.32,339.76,77.67,9.47176,36.42,20.1471,17.222,185.65,7.2108,28.58,14.7,19.56,4.9,28.69,15.02,20.7738,89.68,231.74,8.68,22.01,11.6,74.42985,412.2937,4.74,22.44,11.7268,17,25.34
"2016-05-16 08:00:00",9.68206,19.02,24.78392,NA,NA,NA,NA,10.34,112.8,3469,62.22,979.1929,NA,5.63,NA,5.33,NA,NA,NA,66.61,NA,NA,5.36,6.2719,NA,18.63,36.86,NA,NA,NA,34.72,1156,NA,16.73,NA,NA,11.03,NA,30.23,NA,NA,21.07,NA,NA,77.8,9.47176,NA,20.3089,17.222,187.1,7.2781,28.58,NA,19.56,NA,NA,15.02,NA,89.69,NA,8.71,22.05,11.68,NA,412.3581,4.7,22.52,11.6976,17.06,25.4
"2016-05-17 08:00:00",9.65585,19,24.44295,6.27,9.11,18.91,159.08,10.29,114.65,3515,61.96,975.3226,6.55,5.64,51.5,5.34,45.35,93.62,24.370001,67.07,57.2525,118,5.38,6.2939,18.282,18.72,36.86,8.05564,10.26,222.16,34.89,1154,90.31,16.95,74.78,6.12,11.04,3.1926,30.27,6.23,20.5092,21.09,9.32,338.68,77.88,9.47176,35.47,20.157,17.2176,189.11,7.2778,28.73,14.81,19.6,4.8,29.26,14.92,20.804,89.69,233.33,8.74,22.1,11.74,75.41594,413.8853,4.72,22.8,11.6951,17.09,25.42
"2016-05-18 08:00:00",9.70828,19.13,24.47217,6.25,9.13,18.69,158.75,10.36,113.81,3518,61.87,964.5824,6.52,5.63,51.13,5.34,45.39,93.59,24.450001,66.3,57.26,119.48,5.37,6.2409,18.264,18.68,36.71,7.94475,10.15,220.63,34.62,1152,90.85,16.89,74.03,6.1,11.01,3.1779,30.24,6.21,20.3547,20.83,9.32,333.67,77.81,9.43674,34.72,20.2494,17.2229,186.75,7.281,28.59,14.89,19.6,4.72,29.46,14.9,20.8057,89.68,234.11,8.74,22.33,11.73,74.71581,411.8239,4.75,22.72,11.6096,17.08,25.33
"2016-05-19 08:00:00",9.69954,18.99,23.89739,6.24,9.12,18.41,155.99,10.23,114.37,3524,61.13,948.6173,6.52,5.6,50.54,5.33,45.15,93.24,24.4,65.74,56.965,119.57,5.37,6.15,18.189,18.57,36.47,7.86236,10.02,221.04,34.082,1174,88.53,17.04,73.43,6.09,11.01,3.165,30.23,6.2,20.3306,20.65,9.3,327.03,77.79,9.36671,33.78,20.0848,17.185,185.57,7.1124,28.46,14.88,19.58,4.61,27.55,15.11,20.8083,89.68,232.15,8.63,22.19,11.58,73.79875,409.4489,4.76,22.56,11.4833,16.97,25.2
"2016-05-20 08:00:00",9.70828,19.26,24.23836,6.25,9.09,18.57,153.85,10.38,113.47,3548,60.81,959.3574,6.52,5.61,50.66,5.34,45.19,93.51,24.639999,66,57.5075,120.67,5.36,6.22,18.207,18.58,36.54,7.90163,10.06,223.44,34.451,1179,88.65,17.09,74.08,6.11,11.01,3.1609,30.25,6.2,20.3234,20.69,9.31,330.15,77.8,9.39297,34.57,20.251,17.1914,186.77,7.1351,28.5,15.05,19.61,4.68,28,15.12,20.8034,89.68,233.71,8.73,22.39,11.81,73.94667,409.3507,4.75,22.56,12.0608,17.12,25.41
"2016-05-23 08:00:00",9.71701,19.21,23.95584,6.26,9.11,18.6,153.18,10.31,115.11,3532,60.35,966.0338,6.54,5.59,51.03,5.34,45.6,93.54,24.639999,66.18,57.3325,120.65,5.32,6.237,18.229,18.6,36.48,7.90962,10.1,224.97,34.64,1178,87.83,17.03,73.84,6.12,11.01,3.1806,30.25,6.22,20.3096,20.71,9.31,327.21,77.84,9.37546,34.14,20.2181,17.1935,186.66,7.105,28.55,15.23,19.62,4.61,28.18,15.23,20.8206,89.71,233.19,8.76,22.33,11.89,74.58762,410.0794,4.7,22.45,12.0206,17.07,25.33
"2016-05-24 08:00:00",9.72575,19.58,24.25785,6.28,9.12,18.77,151.63,10.58,115.06,3507,61.11,966.7111,6.55,5.6,50.74,5.36,45.24,93.79,25.030001,65.89,58.2,122.79,5.34,6.24,18.217,18.6,36.53,7.92679,10.08,225.11,34.611,1175,88.98,17.33,74.27,6.14,11.02,3.1366,30.28,6.24,20.3161,20.92,9.31,328.53,77.84,9.38422,34.23,20.4437,17.1948,186.51,7.2048,28.54,15.35,19.69,4.66,27.72,15.18,20.8456,89.7,236.47,8.79,22.79,12.05,74.11431,408.7478,4.76,22.38,12.0352,17.21,25.5
"2016-05-25 08:00:00",9.69954,19.86,24.41372,6.34,9.14,18.72,155.26,10.76,117.02,3526,62.31,980.1605,6.61,5.61,51.49,5.37,45.2,94.08,25.48,66.79,58.545,124.4,5.4,6.3439,18.22,18.63,36.6,8.07508,10.27,229.91,35.179,1177,90.7,17.74,75.98,6.19,11.05,3.1555,30.35,6.29,20.634,21.1,9.31,328.23,77.84,9.40172,34.13,20.5791,17.2168,190.64,7.265,28.81,15.6,19.8,4.58,26.51,15.12,20.9062,89.71,239.8,8.9,23.01,12.2,75.2483,412.6173,4.81,22.73,12.0407,17.42,25.77
"2016-05-26 08:00:00",9.77818,19.91,24.09223,6.35,9.19,18.77,156.89,10.8,117.98,3514,63.07,984.0308,6.63,5.61,51.74,5.38,45.24,94.19,25.43,66.58,58.535,123.85,5.41,6.3698,18.222,18.65,36.6,8.07666,10.3,229.19,35.259,1170,90.51,17.88,75.83,6.2,11.05,3.1575,30.38,6.31,20.6846,21.22,9.32,329.84,77.96,9.40172,34.08,20.5891,17.2352,190.66,7.2985,28.88,15.54,19.86,4.59,27.44,15.05,20.9496,89.71,240.24,8.91,23.01,12.21,75.14969,412.2828,4.8,22.88,12.0798,17.41,25.79
"2016-05-27 08:00:00",9.77818,19.9,24.15068,6.36,9.19,18.87,159.72,10.83,118.04,3543,62.72,990.8039,6.64,5.64,52.41,5.38,45.54,94.15,25.57,67.01,58.8325,123.7,5.42,6.4368,18.244,18.64,36.61,8.19929,10.41,229.84,35.508,1177,90.7,17.84,75.55,6.21,11.05,3.1697,30.39,6.31,20.7825,21.13,9.32,326.58,77.85,9.41048,34.02,20.6831,17.265,192.43,7.2667,29,15.7,19.9,4.53,27.08,15.2,20.9604,89.71,240.87,8.98,23.02,12.33,75.9287,413.9546,4.84,23.26,12.0678,17.44,25.78
"2016-05-30 08:00:00",9.77818,19.96,NA,NA,9.19,18.88,159.92,10.87,118.58,3573,NA,NA,NA,5.63,52.42,5.38,45.46,94.19,25.66,67.29,NA,123.83,5.38,6.4248,18.247,18.63,NA,8.22199,10.43,230,35.528,1201,NA,17.92,NA,NA,11.04,3.1624,30.38,NA,20.807,21.22,NA,326.27,77.73,NA,33.98,NA,17.2583,193.21,7.3107,NA,15.75,19.9,4.55,26.47,15.3,20.9543,89.73,241.09,8.99,23.06,12.35,76.14564,414.2764,4.79,23.21,12.036,17.48,25.81
"2016-05-31 08:00:00",9.78692,19.87,24.12146,6.38,9.19,18.84,159.5,10.78,118.59,3607,62.82,990.8039,6.66,5.62,52.58,5.38,46.07,94.17,25.629999,67.78,58.8475,124.15,5.4,6.4418,18.222,18.66,36.62,8.30634,10.49,230.58,35.698,1214,90.32,17.82,75.2,6.23,11.06,3.1928,30.41,6.33,21.0569,21.03,9.31,323.16,77.84,9.41048,34.05,20.6426,17.2577,194.79,7.2079,29.12,15.73,19.89,4.51,26.71,15.47,20.9584,89.72,240.96,8.99,22.95,12.37,76.49077,414.5537,4.81,23.29,12.0328,17.41,25.73
"2016-06-01 08:00:00",9.73941,19.73,23.74152,6.36,9.2,18.88,159.47,10.69,119.08,3564,61.56,997.5769,6.65,5.6,52.63,5.38,46.1,94,25.34,67.87,59.0325,120.97,5.41,6.4408,18.247,18.68,36.62,8.28069,10.48,229.2,35.718,1204,88.77,17.55,75.07,6.22,11.05,3.2009,30.39,6.33,20.9896,21,9.32,324.53,77.84,9.41048,33.83,20.6547,17.2718,194.59,7.1106,29.08,15.82,19.86,4.56,27.16,15.56,20.96,89.72,240.1,9.01,22.71,12.39,76.54008,415.271,4.8,23.25,12.0455,17.34,25.71
"2016-06-02 08:00:00",9.79201,19.77,23.86816,6.37,9.18,18.82,160.8,10.69,119.66,3503,61.41,1006.2852,6.65,5.59,52.58,5.38,45.6,94.13,25.379999,68.05,59.355,121.43,5.42,6.4568,18.236,18.71,36.74,8.29549,10.55,228.34,35.858,1193,88.21,17.63,75.05,6.22,11.05,3.1516,30.4,6.33,21.0134,21.01,9.32,326.66,77.88,9.43674,34.11,20.7283,17.2644,195.34,7.0618,29.05,15.77,19.88,4.65,27.01,15.5,20.9793,89.72,239.83,9.01,22.8,12.4,76.60911,416.1279,4.83,23.43,12.0526,17.35,25.73
"2016-06-03 08:00:00",9.80954,19.57,23.92662,6.39,9.19,19.09,159.07,10.56,121.08,3520,61.79,1007.2528,6.66,5.59,53.04,5.39,45.89,94.25,25.17,68.21,59.005,122.24,5.43,6.4927,18.268,18.81,37.02,8.34472,10.62,229.51,36.067,1208,88.63,17.62,75.06,6.24,11.07,3.2164,30.45,6.34,21.0408,21.59,9.32,332.87,78.31,9.51552,34.67,20.7018,17.2996,196.32,7.2447,29.12,15.58,19.9,4.76,28.52,15.7,21.0005,89.73,239.13,9.03,22.6,12.41,77.04298,417.5653,4.75,23.34,12.1457,17.32,25.82
"2016-06-06 08:00:00",9.80954,19.62,NA,6.4,9.19,19.14,160,10.59,121.08,3509,NA,1012.0907,6.67,5.64,53.39,5.4,46.44,94.54,25.25,69.03,59.26,122.42,5.43,6.5637,18.328,18.86,37.17,8.38458,10.65,226.82,36.516,1206,90.32,17.3,76.8,6.25,11.06,3.1987,30.44,6.36,21.0472,21.8,9.33,334.22,78.22,9.55054,35.32,NA,17.3346,197.19,NA,NA,15.65,19.85,4.81,29.3,15.94,21.0118,89.75,240.74,9.12,22.64,12.49,77.5163,NA,4.74,23.5,NA,17.44,25.95
"2016-06-07 08:00:00",9.83584,19.95,24.40398,6.41,9.23,19.14,161.26,10.72,121.27,3531,64.63,1013.0582,6.69,5.68,54.15,5.41,46.36,94.89,25.540001,70.08,59.205,123.81,5.5,6.6216,18.345,18.91,37.31,8.51314,10.83,229.9,36.865,1222,91.94,17.59,78.8,6.27,11.07,3.2204,30.48,6.37,21.1911,22.05,9.33,338.29,78.19,9.58556,35.11,20.8749,17.3378,200.17,7.4946,29.38,15.74,19.92,4.85,29.37,16.06,21.04,89.76,242.73,9.18,22.85,12.53,78.8278,423.2353,4.81,23.85,12.3583,17.59,26.17
"2016-06-08 08:00:00",9.80954,19.87,24.96902,6.44,9.26,19.15,161.74,10.65,120.11,3559,65.32,1013.0582,6.72,5.7,54.21,5.41,46.76,95.24,25.5,70.08,59.435,123.58,5.53,6.6316,18.357,18.96,37.45,8.46657,10.9,228.19,36.945,1239,92.96,17.52,78.81,6.29,11.07,3.2574,30.5,6.39,21.1519,22.23,9.33,347.52,78.27,9.62057,36.29,20.9762,17.3625,199.5,7.5918,29.39,15.71,19.95,5.02,30.33,16.38,21.0607,89.76,243.89,9.19,22.71,12.55,79.0546,424.5276,4.81,23.78,12.4568,17.62,26.28
"2016-06-09 08:00:00",9.86214,19.64,24.93979,6.44,9.29,19.24,161.43,10.55,120.15,3531,64.62,1010.1555,6.71,5.68,NA,5.41,46.74,95.18,25.360001,NA,59.2325,122.6,5.54,6.5897,18.374,18.96,37.44,8.44792,10.87,226.45,36.756,1246,92.15,17.42,78.01,6.28,11.09,3.2257,30.52,6.39,21.1568,21.89,NA,344,NA,9.62057,36.32,20.8994,17.3897,NA,7.4701,29.35,15.76,19.96,5,30.15,16.56,21.0873,NA,240.86,9.13,22.48,12.52,78.78836,NA,4.86,23.85,12.4355,17.48,26.05
"2016-06-10 08:00:00",9.85337,19.15,24.48192,6.42,9.28,19.14,160.58,10.27,119.04,3502,63.74,992.739,6.69,5.64,53.48,5.41,46.62,94.87,24.700001,68.87,58.4925,119.17,5.54,6.5197,18.385,18.95,37.37,8.32223,10.78,223.52,36.347,1251,90.85,17,75.92,6.27,11.09,3.1973,30.6,6.37,20.8784,21.34,NA,332.27,78.09,9.60306,35.62,20.628,17.3996,197.06,7.3076,29.16,15.66,19.88,4.82,30.94,16.59,21.0843,NA,235.7,9.03,21.97,12.34,78.13754,422.4247,4.88,23.71,12.3464,17.17,25.58
"2016-06-13 08:00:00",9.80954,18.73,24.00455,6.39,9.24,19.13,158.83,10.07,117.03,3402,62.1,983.0632,6.66,5.59,52.6,5.38,45.33,94.54,24.25,67.64,58.42,117.03,5.49,6.4098,18.37,18.92,37.24,8.1401,10.53,218.1,35.738,1215,NA,16.55,75.52,6.24,11.07,3.092,30.46,6.35,20.4697,21.17,9.34,329.29,78.14,9.56805,34.92,20.3894,17.382,192.66,NA,28.8,15.59,19.77,4.81,30.53,16.22,20.9845,89.78,234.01,8.92,21.52,12.35,76.73729,418.5926,4.83,23.25,12.294,16.94,25.27
"2016-06-14 08:00:00",9.76571,18.38,23.93636,6.36,9.15,18.89,158.97,9.869,115.84,3370,61.16,959.1639,6.64,5.58,52.51,5.36,44.89,93.93,23.940001,67.55,58.4,113.79,5.48,6.3599,18.362,18.85,37.04,8.1101,10.5,214.04,35.558,1170,89.31,16.27,74.99,6.22,11.06,3.0782,30.47,6.33,20.3851,20.76,9.35,322.24,78.05,9.51552,35.24,20.2436,17.3397,191.54,7.0486,28.57,15.61,19.64,4.68,30.09,15.64,20.8945,89.79,230.29,8.84,21.18,12.23,76.40203,418.0351,4.86,23.46,12.1868,16.76,24.95
"2016-06-15 08:00:00",9.73941,18.5,23.86816,6.36,9.15,19.01,160.95,9.987,115.23,3383,61.67,959.7445,6.63,5.58,53.03,5.36,44.77,94.16,23.9,67.7,58.36,114.53,5.43,6.4268,18.337,18.87,37.1,8.16526,10.56,215.86,35.957,1182,89.89,16.32,74.83,6.21,11.07,3.0998,30.4,6.31,20.3457,21.01,9.34,325.88,78.12,9.53303,34.87,20.2186,17.3328,192.46,7.1021,28.62,15.62,19.61,4.72,29.87,15.74,20.9011,89.79,231.78,8.9,21.32,12.41,76.70771,418.4635,4.79,23.56,12.2203,16.82,25.07
"2016-06-16 08:00:00",9.76571,18.29,23.68306,6.33,9.17,18.84,160.22,9.948,114.7,3300,60.83,953.3584,6.6,5.55,52.66,5.35,44.3,93.78,23.549999,67.08,58.535,111.74,5.42,6.3389,18.37,18.88,37.1,8.00878,10.43,213.43,35.548,1141,89.27,16.13,74.1,6.18,11.05,3.0764,30.36,6.29,20.0942,20.67,9.35,326.96,78.02,9.53303,34.58,20.1684,17.323,188.99,6.8875,28.45,15.52,19.59,4.74,31.23,15.48,20.8612,89.81,230.07,8.8,21.15,12.2,76.14564,417.0142,4.79,23.38,12.1659,16.72,24.95
"2016-06-17 08:00:00",9.77447,18.67,24.17017,6.35,9.13,18.97,161.36,10.06,114.92,3322,61.56,960.7121,6.61,5.57,52.98,5.36,44.87,94.02,24.040001,67.53,58.1825,115.44,5.45,6.3539,18.358,18.88,37.17,8.04716,10.46,215.69,35.628,1138,89.98,16.47,75.66,6.19,11.06,3.0919,30.36,6.3,20.205,21,9.35,330.42,78.07,9.55054,35.32,20.1694,17.3261,190.28,7.1037,28.55,15.41,19.62,4.83,30.19,15.45,20.8687,89.83,233.4,8.81,21.55,12.25,76.40203,417.8579,4.8,23.47,12.2515,16.91,25.2
"2016-06-20 08:00:00",9.80954,19.28,24.51114,6.38,9.17,19.33,161.62,10.39,115.06,3390,63.2,972.4198,6.65,5.58,53.32,5.38,45.76,94.61,24.76,68.17,58.595,122.68,5.45,6.4598,18.354,18.92,37.33,8.14957,10.62,221.8,36.317,1170,91.47,17.19,77.06,6.23,11.07,3.1615,30.4,6.33,20.3222,21.45,9.34,337.63,78.25,9.59431,35.1,20.4326,17.3278,193.08,7.2861,28.77,15.54,19.76,4.99,29.32,15.84,20.9326,89.85,239.97,8.97,22.23,12.52,77.22047,420.2701,4.79,23.65,12.3931,17.23,25.67
"2016-06-21 08:00:00",9.82707,19.33,24.4332,6.38,9.23,19.32,161.66,10.49,114.61,3434,63.48,966.6143,6.65,5.61,53.69,5.39,45.96,94.62,24.860001,68.62,58.6475,122.8,5.45,6.4668,18.367,18.92,37.37,8.2206,10.67,223.37,36.396,1169,91.46,17.34,77.95,6.23,11.07,3.2015,30.44,6.34,20.39,21.31,9.35,337.74,78.25,9.60306,34.93,20.4673,17.3431,194.4,7.3186,28.89,15.73,19.82,5.01,29.69,15.83,20.9699,89.85,239.99,9,22.33,12.48,77.71352,421.3956,4.81,23.78,12.3748,17.29,25.71
"2016-06-22 08:00:00",9.8446,19.39,24.69624,6.38,9.22,19.34,161.18,10.53,113.88,3397,63.54,976.2901,6.66,5.62,53.77,5.39,45.49,94.78,25.059999,69.04,58.5725,123.98,5.44,6.5317,18.371,18.94,37.46,8.28059,10.74,224.22,36.716,1156,91.04,17.44,77.56,6.23,11.07,3.1851,30.53,6.35,20.5692,21.49,9.35,337.79,78.32,9.62933,35.1,20.4393,17.3549,196.54,7.3754,28.95,15.59,19.87,4.96,29.36,15.66,20.9938,89.84,240.43,9.06,22.42,12.56,78.13754,423.1381,4.78,23.76,12.4011,17.35,25.83
"2016-06-23 08:00:00",9.86214,19.77,24.75469,NA,NA,NA,NA,10.73,114.51,3397,64.36,984.9984,NA,5.66,NA,5.41,NA,NA,NA,69.17,NA,NA,5.44,6.5507,NA,18.98,37.63,NA,NA,NA,36.795,1156,NA,17.44,NA,NA,11.07,NA,30.49,NA,NA,21.85,NA,NA,78.21,9.6731,NA,20.7271,17.3549,197,7.4878,29.01,NA,19.87,NA,NA,15.66,NA,89.85,NA,9.06,22.87,12.68,NA,423.6084,4.75,23.66,12.4945,17.61,26.22
