"","IE0030016244","LU0640798830","LU1046421878","LU0028119013","LU0123357419","LU0048622798","LU0055114457","HK0000194255","LU0050427557","LU0261959422","LU0111491626","IE0000830129","LU0742537680","LU0353647653","LU0367025839","LU0122376428","LU0386018732","LU0050372472","LU0261952419","LU0532244745","LU0125727601","LU0823389423","LU0072462343","LU0011963328","LU0172157280","LU0717748213","LU0132414144","LU0011963674","IE0004868828","LU0367024519","LU0745992734","IE00B3YQ9180","LU0237698757","LU1775951525","LU1046420557","LU0261952922","LU0161332480","IE00B62P4Q86","IE00B4YN5X00","LU0052588471","IE00B237VG42","LU0048574536","LU0823413587","LU0011850392","LU0048621717","LU0119750205","LU0149503202","LU0794788066","LU0794787928","LU0971552673","LU0348825331","GB0030655780","LU0982800228","LU0396313180","LU0354059684","GB00B3B9VC56","LU0307460401","LU1775955435","GB00B3B9V927","LU0265550359","LU0871640040","LU1023057109","LU0428352859","LU1046420987","LU0314106062","IE00B3Y5VT74","LU0252652382","IE00B464Q616","LU1023062109","LU0196876865"
"2016-06-07 08:00:00",15.87,8.702,11.33,21.4,18.86,6.862,25.27,73.74,26.689,19.52,40.02379,67.04,12.16,13.09,8.82444,17.04,0.9555,28.379999,23.47,7.57,63.59,67.4,31.639999,35.0648,24.29,11.8182,40.1733,426.742,150.06141,9.65,7.27,135.64,15.11,6.36,10.99,10.8759,26146,62.06,6402.92,16.716,27.69,49.25,510.23,81.32,2.441,17.04,22.02,7.6777,7.9566,8.45,45.85,37.1638,8.64,17.039,11.438,2.436,10.976,83.71,166.1,11.71,5.49,11.86,8.924,8.337,0.68965,9.61,26.6,7.5589,12.77,1.2786
"2016-06-08 08:00:00",15.93,8.679,11.28,21.4,19.4,6.87,25.16,73.9,27.462,19.4,39.83436,67.32,12.15,13.04,8.85243,17.49,0.9561,28.41,23.38,7.58,63.2,67.86,31.84,35.0744,24.91,11.8283,40.3361,429.4842,149.91344,9.92,7.28,135.53,15.08,6.38,10.96,10.8759,26046,62.21,6365.46,16.658,27.71,49.371,513.9,82.22,2.439,16.99,22.1,7.6956,7.9745,8.43,45.76,37.1143,8.65,17.0692,11.486,2.439,11.025,83.99,166.6,11.75,5.5,11.8,8.948,8.348,0.69079,9.63,26.72,7.5673,12.67,1.2912
"2016-06-09 08:00:00",15.89,,11.19,21.29,19.27,6.883,24.78,,27.159,19.29,39.4104,67.17,12.04,12.93,8.87108,17.13,0.9574,28.48,23.47,7.59,62.5,67.74,31.74,34.8132,24.5,11.8468,40.5075,425.7292,148.99603,9.86,7.3,135.47,15.18,6.37,10.9,10.8759,25760,62.28,6363.04,16.581,27.67,49.065,511.5,81.38,2.416,16.83,22.16,7.7187,7.9979,8.35,,36.8671,8.65,17.0025,11.468,2.431,10.942,84.29,167.2,11.71,5.52,11.78,8.962,8.346,0.68026,9.63,26.71,7.5843,12.64,1.2672
"2016-06-10 08:00:00",15.73,8.51,10.9,21.06,19.1,6.891,24.42,73.52,26.503,18.89,38.37305,66.56,11.89,12.68,8.85243,16.95,0.9579,28.469999,23.31,7.58,60.94,67.38,31.469999,34.5623,24.46,11.8536,40.4639,422.8975,148.02929,9.77,7.29,134.08,15.16,6.31,10.82,10.8759,25512,62.22,6272.37,16.368,27.48,48.518,504,79.49,2.364,16.55,22.22,7.7157,7.9947,8.23,44.88,36.343,8.62,16.8706,11.411,2.42,10.874,84.2,166.9,11.61,5.51,11.59,8.937,8.315,0.65986,9.63,26.5,7.5843,12.34,1.2425
"2016-06-13 08:00:00",15.41,8.311,10.68,20.54,18.4,6.902,24.32,73.14,25.907,18.53,37.64239,65.66,11.75,12.48,8.80579,16.71,0.9569,28.440001,23.1,7.56,59.84,67.18,30.74,34.4587,24.24,11.8772,40.3367,410.8489,147.50646,9.41,7.29,134.02,15.09,6.15,10.61,10.876,24913,62.06,6125.01,16.175,27.15,48.166,495.77,77.8,2.33,16.18,22.02,7.6913,7.9689,8.04,43.98,35.4431,8.57,16.6719,11.341,2.385,10.738,84.09,167.6,11.52,5.49,11.33,8.924,8.273,0.64952,9.6,26.18,7.5758,12.16,1.228
"2016-06-14 08:00:00",15.23,8.279,10.53,20.23,18.35,6.899,24.06,72.8,25.545,18.15,36.91173,65.42,11.6,12.3,8.76847,16.6,0.957,28.41,22.96,7.53,58.79,66.78,30.66,33.936,23.93,11.8681,40.1632,406.5204,147.71362,9.38,7.29,131.17,15.12,6.14,10.49,10.876,24525,61.89,6103.42,15.972,26.93,47.331,492.12,77.26,2.279,15.98,21.87,7.6646,7.9415,7.91,43.89,34.9585,8.51,16.6021,11.265,2.354,10.721,83.86,165.3,11.43,5.43,11.34,8.896,8.217,0.63842,9.56,26.21,7.5758,11.96,1.2133
"2016-06-15 08:00:00",15.28,8.347,10.58,20.25,18.34,6.904,24.32,72.89,25.897,18.28,37.27255,65.76,11.69,12.38,8.75915,16.41,0.9559,28.41,22.96,7.54,59.17,66.97,30.84,33.7208,23.92,11.8541,39.9626,407.8395,148.3055,9.38,7.28,129.9,15.18,6.16,10.62,10.876,24940,61.65,6150.04,16.03,26.97,47.331,496.62,77.36,2.297,16.04,21.86,7.6303,7.9057,7.95,44.23,35.1662,8.53,16.6399,11.279,2.357,10.856,83.56,165.2,11.45,5.44,11.39,8.895,8.232,0.64041,9.57,26.14,7.5589,11.98,1.219
"2016-06-16 08:00:00",15.17,8.202,10.45,20.01,18.21,6.916,24.25,72.58,25.623,18.07,37.0741,65.35,11.6,12.33,8.76847,16.17,0.9571,28.4,22.78,7.53,58.86,66.73,30.459999,33.4395,24.23,11.8531,40.0406,397.6063,147.85173,9.31,7.28,129.92,15.19,6.11,10.42,10.876,24197,61.69,6066.63,15.962,26.82,47.498,491.74,75.81,2.279,15.87,21.88,7.6388,7.9142,7.84,43.55,34.8003,8.5,16.5422,11.228,2.338,10.761,83.57,164.6,11.35,5.45,11.22,8.913,8.211,0.62713,9.56,25.96,7.5843,11.78,1.1981
"2016-06-17 08:00:00",15.28,8.266,10.57,20.06,17.96,6.898,24.34,72.73,26.181,18.28,37.64239,65.41,11.7,12.42,8.78713,16.63,0.9559,28.41,22.65,7.54,59.51,67.08,30.549999,33.7458,24.27,11.8616,40.0259,401.3131,148.16739,9.18,7.28,130.81,15.12,6.16,10.43,10.876,24129,61.59,6107.18,16.088,26.9,47.572,496.42,77.36,2.319,16.03,21.94,7.6085,7.8825,7.98,43.75,35.0277,8.52,16.5731,11.278,2.351,10.868,83.55,164.1,11.46,5.43,11.29,8.911,8.224,0.6479,9.57,26.05,7.5758,11.97,1.2232
"2016-06-20 08:00:00",15.64,8.326,10.93,20.7,18.6,6.885,24.89,73.35,26.797,18.96,38.98644,65.75,12.01,12.82,8.85243,16.97,0.9561,28.42,22.92,7.58,61.58,67.37,31.01,34.2332,24.25,11.8675,40.1141,408.3703,148.82833,9.5,7.28,132.49,15.37,6.21,10.64,10.8761,24988,61.79,6149.5,16.426,27.12,48.713,505.93,78.55,2.398,16.63,22.23,7.6308,7.9047,8.23,44.15,36.1353,8.59,16.7789,11.403,2.399,10.951,83.71,163.2,11.59,5.46,11.46,8.938,8.29,0.67561,9.6,26.17,7.5673,12.48,1.2586
"2016-06-21 08:00:00",15.68,8.439,10.94,20.84,18.66,6.881,24.85,73.58,26.533,19.08,39.27509,65.94,12.03,12.91,8.88041,16.91,0.9563,28.41,22.88,7.59,62.01,67.21,31.17,34.3454,24.42,11.8776,40.3405,413.8216,149.58791,9.54,7.29,133.65,15.47,6.25,10.68,10.8761,25163,62.05,6199.12,16.503,27.24,48.87,507.24,79.82,2.403,16.7,22.05,7.6709,7.9467,8.25,44.59,36.1551,8.6,16.8592,11.391,2.39,10.942,83.96,161.2,11.57,5.48,11.54,8.959,8.299,0.67494,9.6,26.42,7.5673,12.52,1.2511
"2016-06-22 08:00:00",15.73,8.527,10.99,20.9,18.95,6.879,25.05,73.8,26.826,19.18,39.4104,66.3,12.08,12.95,8.88974,17.11,0.9554,28.41,23.06,7.59,62.09,67.28,31.360001,34.4334,24.48,11.8892,40.3528,410.5961,149.4498,9.68,7.29,133.98,15.48,6.28,10.71,10.8761,25224,62.07,6256.11,16.542,27.29,48.88,509.92,79.86,2.418,16.75,22.07,7.6698,7.9452,8.27,44.96,36.2441,8.62,16.8178,11.428,2.385,10.923,84.03,161.6,11.62,5.48,11.68,8.964,8.316,0.68529,9.61,26.41,7.5673,12.58,1.2601
"2016-06-23 08:00:00",15.81,,11.15,20.9,18.95,6.867,25.13,74.04,27.305,19.41,,66.22,12.17,13.07,8.88974,,,,23.01,7.61,,,,,,11.8892,,,148.54225,9.68,,133.75,15.44,6.29,10.77,10.8761,25695,62.16,6237.55,16.706,27.35,49.093,,,2.459,16.75,22.07,7.6698,7.9452,,,36.6397,8.64,,,2.399,,84.19,160.2,,,,,8.337,,9.63,26.66,7.5673,,
"2016-06-24 08:00:00",15.04,8.377,10.58,19.83,18.49,6.915,24.33,73,26.317,18.28,36.73132,65.29,11.69,12.41,8.74982,16.76,0.9572,28.459999,22.91,7.56,58.21,67,30.389999,33.4189,25.21,11.9201,40.5588,385.4586,151.69895,9.44,7.29,130.74,15.26,6.14,10.38,10.8761,24069,61.94,6180.26,15.952,26.76,47.619,499.6,76.93,2.335,15.85,21.48,7.6859,7.963,7.95,43.99,35.176,8.57,16.2776,11.243,2.291,10.657,84.25,166.5,11.38,5.49,11.42,8.895,8.263,0.6461,9.58,26.03,7.5927,11.85,1.2171
"2016-06-27 08:00:00",14.94,8.261,10.1,19.29,18.1,6.951,24.1,73.02,25.819,17.57,35.10764,64.52,11.48,12.12,8.70318,16.31,0.9589,28.549999,22.57,7.56,55.94,66.63,30.43,33.4483,25.06,11.8998,40.3548,396.2074,150.9295,9.24,7.29,129.5,15.1,6.09,10.18,10.8762,23706,61.42,6102.28,15.575,26.62,46.71,490.66,76.1,2.24,15.43,21.81,7.6109,7.8822,7.85,43.8,33.9696,8.51,16.2455,11.186,2.284,10.68,83.98,172,11.23,5.44,11.44,8.896,8.222,0.6054,9.58,25.96,7.6012,11.23,1.1948
"2016-06-28 08:00:00",14.82,8.278,10.31,19.17,17.53,6.952,25.03,73.22,26.679,18.04,36.09989,64.85,11.68,12.37,8.72183,16.4,0.9592,28.6,22.96,7.58,57.45,67.27,30.719999,33.2231,24.98,11.923,40.263,396.6989,151.97516,8.96,7.31,128.58,15.39,6.08,10.32,10.8762,24257,61.19,6083.06,15.827,26.53,47.257,497.49,77.48,2.31,15.6,21.81,7.5669,7.8368,7.88,43.62,34.0783,8.56,16.3305,11.242,2.267,10.707,84.03,169.1,11.36,5.4,11.47,8.956,8.266,0.62371,9.61,26.3,7.6012,11.55,1.2201
"2016-06-29 08:00:00",15.13,8.44,10.44,19.39,17.88,6.958,25.95,73.76,27.608,18.56,37.14626,65.74,11.98,12.73,8.83377,16.78,0.9606,28.66,23.36,7.61,59.25,68.32,31.16,33.6924,25.54,11.9399,40.5368,401.9016,154.16512,9.13,7.34,129.81,15.63,6.18,10.52,10.8762,24661,61.42,6158.53,16.107,26.8,47.878,505.92,78.08,2.397,16.01,21.82,7.5882,7.8582,8.05,44.3,34.7904,8.64,16.5657,11.351,2.299,10.844,84.45,170.2,11.51,5.43,11.62,9.007,8.337,0.64012,9.67,26.67,7.6308,11.8,1.2346
"2016-06-30 08:00:00",15.35,8.6,10.47,19.55,18.36,6.961,25.9,74.34,27.97,18.76,37.471,67.06,12.08,12.93,8.91773,16.84,0.9611,28.68,23.66,7.63,60.06,68.58,31.620001,34.3066,25.96,12.0089,41.1005,402.466,154.95429,9.37,7.34,132.27,15.8,6.3,10.59,10.8762,24633,61.81,6266.39,16.223,27.05,48.462,513.45,78.16,2.441,16.15,22.1,7.6436,7.9148,8.16,45.16,35.0376,8.67,16.6555,11.417,2.324,10.984,84.99,171.4,11.56,5.47,11.77,9.024,8.366,0.64591,9.69,26.81,7.6308,11.88,1.2375
"2016-07-01 08:00:00",15.49,,10.6,19.71,18.37,6.966,25.92,,28.078,18.88,37.63337,67.19,12.2,13,8.95504,17.16,0.9643,28.77,23.7,7.64,60.32,69.01,31.82,34.3364,26.6,11.9776,41.0408,405.4839,155.04307,9.38,7.37,132.36,15.8,6.37,10.65,10.8762,24636,61.95,6312.57,16.32,27.18,48.435,516.3,78.57,2.468,16.41,22.48,7.6648,7.9363,8.25,,35.5419,8.7,16.7118,11.536,2.358,11.069,85.3,176.5,11.75,5.48,11.81,9.085,8.397,0.65692,9.75,26.68,7.6733,12.05,1.2523
"2016-07-04 08:00:00",15.55,8.71,10.48,19.71,18.63,6.975,25.92,74.7,28.322,18.75,37.23647,67.25,12.2,12.93,8.97369,17.17,0.9645,28.780001,23.74,7.66,59.83,69.06,32.080002,34.5703,27.57,11.9493,41.2984,407.8056,156.14792,9.51,7.38,133.19,15.78,6.38,10.67,10.8763,24679,62.16,6333.98,16.262,27.25,48.787,517.72,78.78,2.443,16.37,22.59,7.6947,7.9672,8.27,45.63,35.4134,8.72,16.8048,11.547,2.358,11.178,85.77,177,11.76,5.51,11.91,9.096,8.403,0.65236,,26.59,,11.91,1.2581
"2016-07-05 08:00:00",15.48,8.597,10.31,19.29,18.63,7.009,25.78,74.5,27.608,18.5,36.61406,66.83,12.11,12.78,8.95504,16.9,0.9659,28.799999,23.75,7.68,59.18,68.79,31.82,34.2969,27.25,11.9477,41.2762,405.4842,154.20457,9.51,7.39,131.89,15.84,6.31,10.6,10.8763,24274,62.15,6272.08,16.107,27.14,48.017,510.95,77.46,2.442,16.15,22.58,7.6957,7.9675,8.11,45.11,34.8398,8.69,16.7089,11.505,2.348,11.117,85.82,177.4,11.69,5.5,11.76,9.071,8.394,0.6425,9.78,26.33,7.6988,11.68,1.2435
"2016-07-06 08:00:00",15.26,8.47,10.15,18.9,18.03,7.003,25.67,74.26,27.207,18.28,35.89242,66.23,12.03,12.6,8.94571,16.74,0.9664,28.84,23.83,7.68,58.32,68.51,31.5,34.1066,27.38,11.9534,41.3776,397.7356,153.70148,9.2,,131.18,15.77,6.24,10.49,10.8763,24000,62.11,6191.09,15.952,26.91,47.943,505.09,76.88,2.402,15.84,22.49,7.6986,7.972,8.04,44.61,34.1772,8.68,16.6552,11.463,2.318,,86.08,177.7,11.61,5.49,11.62,9.056,8.376,0.62855,9.77,26.17,7.6988,11.48,1.2288
"2016-07-07 08:00:00",15.35,8.553,10.27,19.11,18.14,7.006,25.77,74.56,27.383,18.53,36.14499,66.67,12.1,12.69,8.95504,17.08,0.9666,28.809999,24.02,7.7,58.88,68.73,31.879999,34.3929,27.45,11.9532,41.3579,394.4192,155.0628,9.26,7.4,132.01,15.75,6.29,10.54,10.8763,23979,62.17,6240.42,16.049,27.06,48.24,509.15,78.43,2.435,16.03,22.61,7.6947,7.9666,8.13,45.12,34.6025,8.7,16.6144,11.518,2.326,11.076,86.11,177.6,11.7,5.5,11.78,9.085,8.4,0.64117,9.79,26.12,7.6988,11.69,1.2504
"2016-07-08 08:00:00",15.35,8.492,10.51,19.2,17.97,7.008,25.88,74.56,28.117,18.74,36.83957,66.52,12.17,12.82,8.92705,16.9,0.9668,28.860001,24.31,7.71,59.94,69.11,31.77,34.3786,27.27,11.9642,41.4355,390.1878,155.01348,9.17,7.41,131.98,15.93,6.28,10.55,10.8763,23888,62.34,6223.47,16.194,27.05,48.778,512.22,78.84,2.465,16.05,22.5,7.7265,7.999,8.1,44.93,34.82,8.73,16.5066,11.511,2.336,11.067,86.24,179,11.69,5.51,11.72,9.072,8.414,0.6424,9.83,26.31,7.7073,11.79,1.2498
"2016-07-11 08:00:00",15.62,8.617,10.73,19.49,18.19,7.001,26.47,75.24,28.322,19.1,37.38982,66.98,12.29,12.98,9.01101,17.07,0.9693,28.870001,24.51,7.74,60.67,69.57,32.330002,34.912,28.05,11.9669,41.681,404.3174,157.25276,9.28,7.44,133.62,16.09,6.36,10.79,10.8764,24929,62.65,6297.37,16.349,27.34,49.621,519.43,80.08,2.501,16.36,22.79,7.7637,8.0372,8.19,45.42,35.5024,8.77,16.7272,11.622,2.372,11.309,86.64,181.8,11.8,5.54,11.9,9.138,8.463,0.65246,9.85,26.71,7.7328,12.01,1.2668
"2016-07-12 08:00:00",15.81,8.803,10.84,19.83,18.16,6.973,26.67,75.52,28.772,19.16,37.87692,67.6,12.35,13.03,9.06698,17.25,0.9675,28.83,24.47,7.75,61.39,69.64,32.700001,35.1156,28.35,11.972,41.8927,413.239,157.45005,9.27,7.44,134.1,16.12,6.43,10.95,10.8764,25491,62.96,6411.05,16.426,27.57,49.871,523.97,81.31,2.507,16.53,22.82,7.8129,8.0871,8.35,46.03,35.9573,8.8,16.9041,11.656,2.385,11.351,86.97,180.3,11.86,5.57,12.11,9.148,8.475,0.66403,9.87,27.07,7.7073,12.13,1.2885
"2016-07-13 08:00:00",15.84,8.832,10.79,20.07,18.88,6.989,26.85,75.63,28.508,19.13,37.84986,67.94,12.32,13,9.05765,17.27,0.9684,28.870001,24.38,7.77,61.3,69.62,32.740002,35.3309,28.68,11.9773,41.9567,415.6427,158.5549,9.63,7.44,134.27,16.12,6.48,10.93,10.8764,25252,63.25,6442.49,16.416,27.68,50.01,524.19,81.97,2.504,16.61,22.85,7.847,8.1223,8.36,46.32,35.9375,8.79,17.0459,11.67,2.401,11.37,86.97,179.7,11.87,5.6,12.1,9.165,8.465,0.66527,9.88,26.97,7.7158,12.17,1.2842
"2016-07-14 08:00:00",15.92,8.891,10.89,20.08,18.62,6.969,26.68,75.84,29.232,19.22,38.2197,68.13,12.36,13.07,9.08563,17.27,0.9673,28.83,24.44,7.78,61.88,69.88,32.82,35.4658,28.31,11.9819,42.0511,417.8058,158.24909,9.5,7.44,135.01,16.15,6.51,11.03,10.8764,25656,63.19,6480.99,16.484,27.75,50.224,529.21,83.05,2.495,16.75,22.89,7.82,8.0937,8.39,46.69,36.0562,8.81,17.064,11.705,2.423,11.484,87.07,180.2,11.93,5.59,12.2,9.197,8.492,0.67077,9.89,27.19,7.7158,12.22,1.2998
"2016-07-15 08:00:00",15.88,8.939,10.85,19.93,18.63,6.952,26.66,75.89,28.89,19.15,38.16558,68.52,12.29,13.06,9.04832,17.23,0.9671,28.82,24.47,7.78,61.68,69.62,33.169998,35.4901,28.51,11.9822,42.0933,418.3072,158.39706,9.51,7.44,135.34,16.11,6.55,11.02,10.8765,25341,63.24,6505.69,16.455,27.75,50.14,530.5,83.54,2.498,16.55,22.94,7.8452,8.1196,8.37,46.74,35.6211,8.8,17.1246,11.682,2.433,11.419,87.08,181,11.93,5.6,12.26,9.208,8.49,0.66584,9.88,27.2,7.7073,12.16,1.3053
"2016-07-18 08:00:00",15.95,8.953,10.94,20.09,18.56,6.948,26.86,76.1,29.271,19.25,38.12949,68.58,12.31,13.07,9.04832,17.07,0.9677,28.83,24.45,7.79,61.94,69.43,33.279999,35.6308,28.19,11.9801,42.103,418.2434,159.44272,9.47,7.44,136.16,16.18,6.54,11.06,10.8765,25342,63.27,6498.47,16.474,27.79,50.409,530.24,81.98,2.497,16.63,22.93,7.8416,8.1156,8.39,46.86,36.0562,8.81,17.1592,11.671,2.428,11.315,87.03,182.5,11.91,5.6,12.29,9.193,8.499,0.67381,9.88,27.35,7.6988,12.2,1.2759
"2016-07-19 08:00:00",15.97,8.921,10.93,20.05,18.55,6.968,27.08,76.09,29.222,19.23,37.92202,68.52,12.25,13.04,9.04832,17.01,0.9679,28.83,24.52,7.79,61.69,69.15,33.220001,35.5233,28,11.9831,42.0716,421.2785,159.94581,9.46,7.46,136.88,16.26,6.56,11.05,10.8765,25388,63.27,6478.92,16.445,27.79,50.205,530.11,82.54,2.496,16.57,22.96,7.8426,8.116,8.31,46.52,35.9969,8.82,17.0395,11.658,2.435,11.355,86.93,184,11.9,5.61,12.23,9.189,8.509,0.66716,9.89,27.31,7.7073,12.21,1.2794
"2016-07-20 08:00:00",16.01,8.962,11.12,20.24,18.32,6.952,27.37,76.31,29.398,19.49,38.33696,68.69,12.35,13.16,9.10429,16.8,0.9678,28.84,24.82,7.8,62.36,69.14,33.419998,35.7515,27.08,11.9912,42.0473,423.0125,161.41565,9.34,7.47,138.5,16.39,6.57,11.15,10.8765,25823,63.3,6520.46,16.561,27.89,50.641,532.45,81.15,2.506,16.78,22.98,7.8422,8.1149,8.39,46.8,36.4221,8.84,17.2239,11.679,2.43,11.405,86.95,183.5,11.92,5.6,12.32,9.159,8.521,0.67124,9.9,27.4,7.7158,12.35,1.2541
"2016-07-21 08:00:00",16.06,9.015,11.12,20.51,18.36,6.96,27.13,76.56,29.242,19.44,38.2648,68.86,12.3,13.11,9.11362,17.04,0.9675,28.809999,24.81,7.81,62.22,69.12,33.380001,36.0244,27.62,11.987,42.0477,424.8518,160.92242,9.36,7.47,139.13,16.39,6.61,11.13,10.8765,25456,63.41,6562.88,16.523,27.94,50.873,532.17,80.99,2.487,16.66,22.92,7.8516,8.1244,8.36,47.27,36.2639,8.85,17.2869,11.685,2.435,11.363,86.96,183.7,11.91,5.61,12.41,9.167,8.531,0.67466,9.91,27.22,7.7073,12.34,1.2511
"2016-07-22 08:00:00",15.97,8.99,11.11,20.28,18.1,6.965,26.93,76.5,29.222,19.49,38.31892,69,12.3,13.14,9.11362,16.83,0.9688,28.82,24.99,7.81,62.39,69.1,33.419998,35.829,27.45,11.9942,,421.3268,160.61661,9.23,7.48,139.08,16.48,6.59,11.13,10.8766,25472,63.47,6557.29,16.542,27.88,50.724,532.55,80.82,2.499,16.71,22.97,7.8581,8.1307,8.4,47.16,36.3924,8.86,17.2642,11.706,2.427,11.468,86.66,184.2,11.93,5.62,12.38,9.165,8.538,0.67172,9.92,27.35,7.7243,12.32,1.245
"2016-07-25 08:00:00",16.02,8.992,11.17,20.32,18.11,6.963,26.96,76.42,29.017,19.58,38.38207,69.05,12.29,13.15,9.1416,16.63,0.9699,28.870001,24.91,7.83,62.41,69.1,33.310001,36.0802,27.3,12.0022,42.0972,421.1371,161.22822,9.24,7.48,140.19,16.48,6.59,11.07,10.8766,25430,63.49,6556.79,16.571,27.92,50.798,532.01,81.41,2.496,16.78,23.11,7.8562,8.128,8.43,47.25,36.6594,8.86,17.2729,11.691,2.427,11.548,87.1,183.9,11.93,5.62,12.37,9.131,8.545,0.67305,9.92,27.11,7.7243,12.39,1.2552
"2016-07-26 08:00:00",,9.017,11.26,20.27,17.6,6.956,26.99,76.52,29.066,19.67,38.30088,,12.3,13.17,9.16026,16.49,0.9694,28.889999,25.03,7.82,62.37,68.82,33.540001,36.0812,27.48,12.0122,42.0751,417.1897,,8.97,7.48,,16.54,6.63,11.08,10.8766,25276,,,16.61,,50.882,535.71,80.48,2.501,16.78,23.1,7.8508,8.1222,8.35,47.28,36.7089,8.86,17.3234,11.705,2.42,11.491,87.05,183.5,11.98,5.62,12.42,9.153,8.548,0.67589,9.9,26.96,7.7328,12.44,1.2387
"2016-07-27 08:00:00",16.04,9.052,11.38,20.4,17.82,6.971,27.38,76.43,28.909,19.72,38.47227,69.76,12.3,13.14,9.12294,16.74,0.9695,28.92,24.99,7.82,62.6,68.91,33.66,35.8299,28.1,12.0213,41.8811,424.0926,162.9644,9.09,7.49,140.25,16.41,6.69,11.11,10.8766,25531,63.47,6580.9,16.648,27.99,50.854,536.87,81.01,2.525,16.84,23.09,7.8337,8.1041,8.38,47.4,36.8968,8.86,17.3208,11.686,2.43,11.518,86.79,184.6,11.94,5.61,12.45,9.162,8.551,0.68092,9.92,26.9,7.7328,12.52,1.2498
"2016-07-28 08:00:00",16.05,9.026,11.43,20.46,17.52,6.981,27.46,76.53,28.674,19.67,38.16558,69.84,12.33,13.08,9.1416,16.5,0.9695,28.93,24.94,7.83,61.72,69.07,33.779999,36.1026,28.38,12.0305,41.7124,420.7436,162.16537,8.93,7.51,140.39,16.35,6.71,11.09,10.8766,25353,63.42,6554.98,16.61,27.94,50.835,537.11,80.2,2.526,16.86,22.98,7.8217,8.0913,8.4,47.21,37.0253,8.87,17.4055,11.709,2.436,11.544,86.82,184.3,11.9,5.61,12.42,9.213,8.559,0.67874,9.91,26.9,7.7545,12.53,1.2459
"2016-07-29 08:00:00",16.12,8.88,11.46,20.43,17.46,6.992,27.24,76.45,29.154,19.76,38.41815,69.43,12.42,13.14,9.16026,16.34,0.9705,28.98,24.82,7.83,62.23,69.33,33.580002,36.1887,28.1,12.0343,41.8814,424.2295,160.22203,8.9,7.51,140.96,16.48,6.69,11.14,10.8767,25548,63.36,6468.45,16.648,27.92,51.086,537.77,79.44,2.527,16.76,22.99,7.8152,8.0843,8.37,46.52,36.7682,8.86,17.35,11.725,2.431,11.518,86.84,183.5,11.94,5.61,12.27,9.227,8.554,0.68035,9.93,26.56,7.7631,12.48,1.2491
"2016-08-01 08:00:00",,8.961,11.45,20.4,17.76,6.988,28.09,76.76,29.046,19.71,38.21068,,12.42,13.09,9.22556,16.35,0.9705,29,24.95,7.84,61.86,69.27,33.970001,36.3723,28.45,12.0432,41.9306,425.1359,,9.05,7.53,,16.47,6.69,11.18,10.8767,25520,,,16.613,,51.115,541.29,80.35,2.517,16.82,23.11,7.8083,8.0766,8.39,46.98,36.8473,8.87,17.511,11.756,2.445,11.6,86.84,184.5,11.98,5.61,12.44,9.288,8.566,0.67978,9.92,26.59,7.7716,12.48,1.2592
"2016-08-02 08:00:00",16.12,,11.26,20.26,17.14,6.965,27.89,,28.801,19.57,37.60631,69.83,12.38,12.98,9.21623,16.25,0.9687,28.91,24.58,7.82,61.1,69.23,33.84,36.1557,28.67,12.0504,41.9699,418.9299,161.06052,8.74,7.53,139.59,16.25,6.72,11.03,10.8767,24974,63.36,6547,16.477,27.93,50.366,538.45,80.23,2.495,16.73,23.1,7.7997,8.0675,8.25,47.04,36.5408,8.86,17.4448,11.728,2.438,11.539,87.03,183.2,11.97,5.6,12.43,9.283,8.551,0.67997,9.9,26.34,7.7631,12.44,1.2581
"2016-08-03 08:00:00",16.04,8.849,11.19,20.22,17.07,6.959,27.71,76.24,28.997,19.47,37.79574,69.32,12.29,12.96,9.1416,16.25,0.9687,28.93,24.69,7.82,61.07,68.98,33.34,35.7667,28.38,12.0502,41.8723,411.3835,159.8373,8.7,7.52,137.76,16.13,6.63,10.98,10.8767,24808,63.28,6474.37,16.457,27.77,50.128,535.37,79.13,2.49,16.65,22.95,7.7835,8.0518,8.27,46.4,36.3133,8.84,17.1837,11.674,2.427,11.397,86.88,180.9,11.88,5.58,12.28,9.236,8.537,0.67703,9.89,26.47,7.746,12.38,1.2375
"2016-08-04 08:00:00",16.09,8.892,11.29,20.27,17.45,6.985,27.85,76.5,29.682,19.54,38.16558,69.64,12.32,13.09,9.13227,16.44,0.9706,28.969999,24.71,7.83,61.41,69.32,33.59,35.725,28.61,12.0389,41.8597,414.9672,161.42552,8.9,7.52,137.6,16.24,6.64,11.03,10.8768,24660,63.23,6491.56,16.574,27.82,50.166,538.58,80.4,2.535,16.65,22.96,7.7909,8.0585,8.32,46.58,36.4419,8.87,17.2523,11.711,2.421,11.447,86.8,181.8,11.89,5.59,12.35,9.239,8.567,0.67807,9.94,26.55,7.7545,12.4,1.251
"2016-08-05 08:00:00",16.14,8.979,11.4,20.34,17.52,6.964,28.14,76.65,29.575,19.57,38.59856,70.92,12.35,13.18,9.15093,16.56,0.9702,28.99,24.68,7.84,62.16,69.53,34.09,35.8875,28.68,12.0504,42.0853,412.7269,163.15183,8.93,7.53,137.67,16.35,6.74,11.18,10.8768,24859,63.41,6578.41,16.662,27.91,50.612,546.83,82.23,2.557,16.84,22.96,7.8256,8.0934,8.35,47.1,36.8078,8.9,17.3696,11.734,2.422,11.654,87.12,183.1,11.93,5.62,12.5,9.272,8.593,0.68111,9.94,26.86,7.7716,12.52,1.2661
