"","LU0231483743","LU0243957239","HK0000065125","LU0261952682","LU0823388615"
"2017-08-01",7.27,21.7,17.8641,222.58,57.54
"2017-08-02",7.27,21.71,17.9068,223.6,57.56
"2017-08-03",7.26,21.5,17.9137,222.28,57.73
"2017-08-04",7.26,21.63,17.9384,224.74,58.19
"2017-08-07",7.26,21.73,17.923,226.54,58.09
"2017-08-08",7.26,21.79,17.927,223.59,58.05
"2017-08-09",7.25,21.85,17.904,219.95,57.75
"2017-08-10",7.22,21.61,17.9113,212.48,57.59
"2017-08-11",7.16,21.18,17.8944,211.86,57.98
"2017-08-14",7.19,21.58,17.8933,215.11,56.7
"2017-08-15",NA,NA,17.8933,NA,NA
"2017-08-16",7.21,21.94,17.8954,217.82,56.75
"2017-08-17",7.21,21.94,17.9113,218.48,57.58
"2017-08-18",7.15,21.51,17.915,217.9,57.4
"2017-08-21",7.15,21.5,17.9126,214.93,57.29
"2017-08-22",7.17,21.75,17.9065,214.14,57.53
"2017-08-23",7.19,21.85,17.8922,215.9,57.45
"2017-08-24",7.19,21.8,17.9086,217.13,57.3
"2017-08-25",7.2,21.89,17.8934,217.28,57.25
"2017-08-28",7.19,21.48,17.9081,219.35,57.72
"2017-08-29",7.18,21.27,17.9235,217.59,58.2
"2017-08-30",7.21,21.76,17.918,220.88,57.86
"2017-08-31",7.24,22.14,17.9168,221.59,57.64
"2017-09-01",7.26,22.15,17.9108,222.91,57.9
"2017-09-04",NA,22.06,17.9007,221.58,57.43
"2017-09-05",7.27,22.1,17.908,223.77,57.03
"2017-09-06",7.26,21.96,17.9236,223.23,57.51
"2017-09-07",7.26,21.88,17.9091,223.75,57.73
"2017-09-08",7.26,21.95,17.9352,223.99,58.22
"2017-09-11",7.27,22.25,17.9251,224.73,58.09
"2017-09-12",7.3,22.35,17.9132,226.69,57.91
"2017-09-13",7.31,22.39,17.8959,224.4,58.26
"2017-09-14",7.31,22.51,17.8964,224.84,58
"2017-09-15",7.31,22.33,17.8861,224.6,57.99
"2017-09-18",7.33,22.6,17.8925,225.79,57.98
"2017-09-19",7.33,22.56,17.8894,226.49,58.63
"2017-09-20",7.33,22.53,17.9005,225.2,58.9
"2017-09-21",7.32,22.46,17.8833,222.58,58.35
"2017-09-22",7.31,22.35,17.8875,217,58.48
"2017-09-25",7.31,22.24,17.9191,211.87,58.58
"2017-09-26",7.3,22.26,17.9265,211.46,58.87
"2017-09-27",7.3,22.47,17.9002,207.05,58.49
"2017-09-28",7.31,22.51,17.8699,208.23,58.91
"2017-09-29",7.32,22.74,17.8905,210.55,58.71
"2017-10-02",7.35,23.09,17.8972,210.1,58.83
"2017-10-03",7.36,23.12,17.8917,211.87,59.08
"2017-10-04",7.37,23.09,17.9181,214.99,59.43
"2017-10-05",7.39,23.22,17.9121,214.66,59.14
"2017-10-06",7.4,23.43,17.9012,216.41,59.06
"2017-10-09",NA,23.49,17.9149,215.35,59.19
"2017-10-10",7.4,23.44,17.9209,216.92,59.29
"2017-10-11",7.4,23.45,17.9294,216.83,59.08
"2017-10-12",7.41,23.66,17.9402,218.78,59.07
"2017-10-13",7.4,23.69,17.9697,219.28,59.62
"2017-10-16",7.41,23.79,18.0037,220.19,60.32
"2017-10-17",7.41,23.84,18.0238,221.35,59.82
"2017-10-18",7.41,23.76,18.0263,219.77,59.44
"2017-10-19",7.41,23.48,18.0134,220.18,59.5
"2017-10-20",7.42,23.97,17.9977,219.38,58.94
"2017-10-23",7.43,24.06,17.9977,219.37,59.11
"2017-10-24",7.41,23.93,17.9898,220.05,59.71
"2017-10-25",7.42,23.94,17.9807,223.2,59.27
"2017-10-26",7.41,24.03,17.974,225.21,59.87
"2017-10-27",7.41,24.56,18.0201,223.22,60.03
"2017-10-30",7.45,24.72,18.057,225.96,60.26
"2017-10-31",7.44,24.81,18.0982,225.67,60.5
"2017-11-01",NA,NA,18.0982,NA,NA
"2017-11-02",7.46,24.88,18.1278,227.49,60.4
"2017-11-03",7.46,25.08,18.1379,228.36,60.42
"2017-11-06",7.48,25.35,18.1601,226.89,60.09
"2017-11-07",7.5,25.42,18.1679,222.82,60.83
"2017-11-08",7.48,25.35,18.1628,220.86,61.67
"2017-11-09",7.46,25.2,18.1212,221.52,61.69
"2017-11-10",7.46,25.23,18.0706,220.32,61.53
"2017-11-13",7.45,25.28,18.0533,218.26,60.69
"2017-11-14",7.45,25.15,18.0299,216.51,60.21
"2017-11-15",7.42,24.76,18.0154,215.97,59.44
"2017-11-16",7.43,25.19,18.0167,216.82,59.7
"2017-11-17",7.47,25.28,18.0314,219.79,59.93
"2017-11-20",7.48,25.44,18.039,220.51,60.33
"2017-11-21",7.5,25.78,18.0512,221.97,60.7
"2017-11-22",7.52,25.7,18.0538,221.86,61.09
"2017-11-23",NA,25.53,18.0705,223.24,61.6
"2017-11-24",7.52,25.43,18.0656,224.35,61.37
"2017-11-27",7.53,25.33,18.0685,225.04,61.65
"2017-11-28",7.52,25.37,18.0809,225.12,61.23
"2017-11-29",7.54,25.07,18.0745,225.01,61.78
"2017-11-30",7.53,24.43,18.0595,224.18,62.06
"2017-12-01",7.54,24.42,18.0784,222.42,62.04
"2017-12-04",7.54,24.37,18.0955,223.86,61.64
"2017-12-05",7.5,24.05,18.0936,223.72,62.03
"2017-12-06",7.48,23.93,18.1142,221.19,61.44
"2017-12-07",7.49,24.22,18.1162,222.98,61.53
"2017-12-08",7.52,24.71,18.1097,226.04,61.63
"2017-12-11",7.53,24.63,18.1153,226.94,62.14
"2017-12-12",7.54,24.74,18.1064,223.93,62.36
"2017-12-13",7.55,24.76,18.0935,222.39,62.4
"2017-12-14",7.55,24.7,18.1034,223.21,62.68
"2017-12-15",7.54,24.72,18.1144,226.21,62.64
"2017-12-18",7.59,25.07,18.1146,226.43,62.75
"2017-12-19",7.59,25.07,18.0968,229.5,62.45
"2017-12-20",7.58,24.85,18.05,229.59,62.33
"2017-12-21",7.59,24.81,18.0291,230.73,62.22
"2017-12-22",7.59,24.84,18.0341,231.65,62.85
"2017-12-27",7.59,24.65,18.0411,231.69,62.99
"2017-12-28",7.59,24.64,18.0481,231.84,63.05
"2017-12-29",7.59,24.5,18.0358,232.53,63.46
"2018-01-02",7.6,24.66,18.0295,232.59,63.61
"2018-01-03",7.65,25.13,18.0353,233.84,63.6
"2018-01-04",7.68,25.25,18.0481,235.75,64.29
"2018-01-05",7.7,25.42,18.072,237.16,64.27
"2018-01-08",7.73,25.75,18.0883,239.7,64.35
"2018-01-09",7.74,25.9,18.0873,238.96,65.25
"2018-01-10",7.73,25.61,18.045,238.85,66.51
"2018-01-11",7.74,25.62,18.0554,238.88,66.57
"2018-01-12",7.78,25.57,18.0282,238.8,66.58
"2018-01-15",NA,25.46,18.0324,239.24,67.16
"2018-01-16",7.82,25.8,18.0454,233.81,66.84
"2018-01-17",7.78,25.49,18.0598,235.65,66.08
"2018-01-18",7.82,25.72,18.0502,231.83,64.83
"2018-01-19",7.82,25.84,18.0474,234.38,65.66
"2018-01-22",7.83,25.91,18.061,235.4,65.77
"2018-01-23",7.88,26.22,18.0875,237.33,66.5
"2018-01-24",7.9,26.02,18.084,236.08,67.15
"2018-01-25",7.87,25.68,18.0764,234.19,66.74
"2018-01-26",7.88,25.94,18.0695,234.1,66.73
"2018-01-29",7.93,26.34,18.0439,232.21,67.24
"2018-01-30",7.86,25.65,18.0225,232.16,66.63
"2018-01-31",7.86,25.89,18.0207,230.54,66.41
"2018-02-01",7.84,25.88,18.0086,228.34,67.1
"2018-02-02",7.8,25.4,17.9866,220.33,67.42
"2018-02-05",7.71,24.97,17.9554,220.24,66.44
"2018-02-06",7.59,24.45,17.9748,215.03,63.23
"2018-02-07",7.65,24.76,17.9739,217.9,63.01
"2018-02-08",7.61,24.63,17.9441,221.96,63.29
"2018-02-09",7.48,24.07,17.902,221.59,62.8
"2018-02-12",7.51,24.25,17.8907,223.3,63.02
"2018-02-13",7.54,24.3,17.8708,223.55,62.38
"2018-02-14",7.54,24.69,17.8499,222.62,61.58
"2018-02-15",7.63,25.16,17.8306,222.64,61.93
"2018-02-16",7.67,25.48,17.868,219.06,63.26
"2018-02-19",NA,25.55,17.8894,216.03,64.8
"2018-02-20",7.67,25.75,17.8763,214.64,64.31
"2018-02-21",7.68,26.06,17.885,216.39,64.08
"2018-02-22",7.66,25.85,17.8674,215.21,63.61
"2018-02-23",7.67,26.06,17.8777,219.17,64.36
"2018-02-26",7.74,26.49,17.8974,220.78,64.71
"2018-02-27",7.77,26.57,17.9055,218.57,64.57
"2018-02-28",7.73,26.7,17.9094,218.94,64.07
"2018-03-01",7.67,26.33,17.9255,217.81,63.28
"2018-03-02",7.6,25.69,17.9206,214.79,63.09
"2018-03-05",7.63,25.97,17.8911,215.37,62.2
"2018-03-06",7.72,26.51,17.8695,213.78,62.44
"2018-03-07",7.71,26.47,17.8847,208.98,62.51
"2018-03-08",7.73,26.99,17.881,209.53,62.63
"2018-03-09",7.77,27.31,17.9048,208.28,62.23
"2018-03-12",7.81,27.62,17.9099,210.77,63.56
"2018-03-13",7.83,27.47,17.9165,214.45,63.49
"2018-03-14",7.79,27.33,17.9065,214.26,63.69
"2018-03-15",7.79,27.5,17.8963,214,63.58
"2018-03-16",7.79,27.57,17.889,210.76,63.41
"2018-03-19",7.74,27.05,17.8642,205.3,62.16
"2018-03-20",7.73,27.27,17.8405,206.58,62.04
"2018-03-21",7.73,27.36,17.8253,206.97,62.33
"2018-03-22",7.67,26.82,17.8334,204.91,62.71
"2018-03-23",7.62,26.39,17.8309,202.32,61.12
"2018-03-26",7.58,26.26,17.8178,204.18,60.61
"2018-03-27",7.64,26.7,17.824,206.88,61.71
"2018-03-28",7.55,25.65,17.8478,204.24,61.69
"2018-03-29",7.51,25.39,17.8467,204.36,61.81
"2018-04-03",7.48,25.49,17.8593,209.26,62.07
"2018-04-04",7.48,25.02,17.858,206.55,62.02
"2018-04-05",7.58,25.95,17.8441,211.5,62.52
"2018-04-06",7.58,25.77,17.8497,213.1,62.23
"2018-04-09",7.54,25.58,17.8757,214.96,62.55
"2018-04-10",7.55,25.6,17.8799,214.87,62.57
"2018-04-11",7.6,25.81,17.8846,212.53,62.41
"2018-04-12",7.62,26.12,17.8884,211.92,61.97
"2018-04-13",7.65,26.07,17.8932,211.75,62.37
"2018-04-16",7.64,25.8,17.8962,211.38,62.83
"2018-04-17",7.69,26.24,17.9133,212.15,62.77
"2018-04-18",7.73,26.41,17.9217,211.58,63.43
"2018-04-19",7.71,26.45,17.8838,210.77,63.65
"2018-04-20",7.68,26.29,17.8545,209.54,63.96
"2018-04-23",7.63,26.22,17.8295,209.4,63.62
"2018-04-24",7.64,26.2,17.8276,210.17,63.92
"2018-04-25",7.53,25.35,17.8119,206.93,64
"2018-04-26",7.58,25.85,17.8082,207.38,63.9
"2018-04-27",7.62,26.27,17.832,208.37,63.48
"2018-04-30",7.62,26.38,17.8391,210.34,63.5
"2018-05-01",NA,NA,17.8391,NA,NA
"2018-05-02",7.59,26.85,17.8271,207.5,62.79
"2018-05-03",7.57,26.69,17.8339,205.1,63.03
"2018-05-04",7.57,26.79,17.8306,203.68,63.29
"2018-05-07",7.65,27.46,17.8233,204.23,63
"2018-05-08",7.65,27.64,17.8213,205.32,63.84
"2018-05-09",7.67,27.88,17.7978,203.93,62.84
"2018-05-10",NA,NA,17.7978,NA,NA
"2018-05-11",7.75,28.16,17.8153,202.88,63.49
"2018-05-14",7.77,28.28,17.8052,201.56,63.53
"2018-05-15",7.73,27.96,17.7908,199.92,63.36
"2018-05-16",7.74,28.29,17.7613,199.43,63.04
"2018-05-17",7.76,28.34,17.7467,199.93,63.12
"2018-05-18",7.76,28.36,17.7259,196.5,63.11
"2018-05-21",NA,NA,17.7259,NA,NA
"2018-05-22",7.78,28.4,17.7279,195.16,62.92
"2018-05-23",7.75,28.33,17.7183,192.49,63.08
"2018-05-24",7.75,28.53,17.7257,193.18,62.51
"2018-05-25",7.76,28.88,17.7441,197.82,61.96
"2018-05-28",NA,28.99,17.756,202.94,61.89
"2018-05-29",7.76,28.99,17.7473,200.74,61.62
"2018-05-30",7.75,28.82,17.7275,201.7,60.9
"2018-05-31",7.77,29.01,17.7316,201.91,60.88
"2018-06-01",7.77,29.07,17.7502,200.81,60.96
"2018-06-04",7.81,29.45,17.7556,198.54,61.59
"2018-06-05",7.83,29.96,17.759,195.47,61.34
"2018-06-06",7.83,29.65,17.7388,198.3,61.41
"2018-06-07",7.88,29.69,17.6967,200.36,61.96
"2018-06-08",7.85,29.37,17.714,199.37,62.36
"2018-06-11",7.88,29.62,17.6962,200.42,62.04
"2018-06-12",7.89,29.75,17.6815,201.23,62.08
"2018-06-13",7.9,30.07,17.6904,201.02,62.08
"2018-06-14",7.91,30.58,17.6909,200.16,62.1
"2018-06-15",7.91,30.65,17.7646,198.36,61.59
"2018-06-18",7.9,30.7,17.7662,199.05,60.76
"2018-06-19",7.87,30.5,17.7684,195.99,60.56
"2018-06-20",7.9,30.84,17.7675,196.55,60.49
"2018-06-21",7.9,30.63,17.7518,196.35,59.87
"2018-06-22",7.86,30,17.749,198.16,60.1
"2018-06-25",7.79,29.34,17.7343,194.92,59.83
"2018-06-26",7.77,29.32,17.7215,194.04,60.24
"2018-06-27",7.8,29.57,17.6905,188.79,60.18
"2018-06-28",7.7,28.96,17.6948,185.11,59.83
"2018-06-29",7.76,29.35,17.6774,187.96,59.97
"2018-07-02",7.71,29.15,17.6752,185.36,58.84
"2018-07-03",7.76,29.21,17.6698,186.51,58.26
"2018-07-04",NA,28.98,17.6914,185.92,58.47
"2018-07-05",7.75,28.98,17.6923,185.09,57.38
"2018-07-06",7.78,29.09,17.7154,186.29,58.05
"2018-07-09",7.84,29.49,17.7376,188.74,59.17
"2018-07-10",7.87,29.72,17.7933,189.49,59.02
"2018-07-11",7.84,29.45,17.7686,188.06,58.39
"2018-07-12",7.85,29.97,17.7727,188.91,57.59
"2018-07-13",7.87,30.25,17.8012,187.89,57.57
"2018-07-16",7.88,30.19,17.8089,183.69,57.69
"2018-07-17",7.86,30.13,17.7977,187.61,57.88
"2018-07-18",7.88,30.64,17.8057,185.96,57.72
"2018-07-19",7.88,30.61,17.7896,183.62,57.5
"2018-07-20",7.89,30.4,17.7833,184.14,57.73
"2018-07-23",7.86,30.11,17.7556,186.67,58.27
"2018-07-24",7.91,30.61,17.7343,189.43,58.88
"2018-07-25",7.88,30.39,17.7586,189.18,58.8
"2018-07-26",7.9,30.28,17.7708,190.88,59.58
"2018-07-27",7.91,30.54,17.7845,193.64,59.49
"2018-07-30",7.84,29.42,17.7799,194.7,59.82
"2018-07-31",7.83,29.08,17.7755,194.96,59.51
"2018-08-01",7.86,29.4,17.7842,195.72,59.54
"2018-08-02",7.83,29.49,17.7715,195.38,59.5
"2018-08-03",7.87,30.08,17.7773,196.26,58.96
"2018-08-06",7.88,30.2,17.7973,197.26,58.21
"2018-08-07",7.93,30.46,17.8078,196.88,58.24
"2018-08-08",7.93,30.56,17.8038,196.38,58.44
"2018-08-09",7.93,30.81,17.8035,197.74,58.4
"2018-08-10",7.89,31.01,17.8223,195.98,57.98
"2018-08-13",7.9,31.18,17.8162,191.16,56.89
"2018-08-14",7.87,30.82,17.8028,192.15,57.18
"2018-08-15",NA,NA,17.8028,NA,NA
"2018-08-16",7.85,30.38,17.8062,189.69,56.27
"2018-08-17",7.84,30.17,17.8085,191.26,57.03
"2018-08-20",7.86,30.21,17.8112,193.69,56.7
"2018-08-21",7.9,30.42,17.813,194.04,56.62
"2018-08-22",7.9,30.22,17.8092,193.95,57.2
"2018-08-23",7.94,30.8,17.8019,192.18,57.33
"2018-08-24",7.95,30.86,17.7993,191.9,57.17
"2018-08-27",7.99,31.2,17.7977,192.98,57.8
"2018-08-28",8.01,31.07,17.7782,192.56,57.87
"2018-08-29",8.02,31.25,17.7602,191.4,57.94
"2018-08-30",8.03,31.37,17.7501,191.07,58.07
"2018-08-31",8.02,31.32,17.7584,191.84,58.26
"2018-09-03",NA,31.45,17.7476,190.74,57.11
"2018-09-04",8,31.51,17.7399,185.17,56.98
"2018-09-05",7.99,31,17.712,184.15,56.87
"2018-09-06",7.97,30.66,17.7072,185.83,56.67
"2018-09-07",7.95,30.81,17.7234,187.34,56.48
"2018-09-10",7.95,30.65,17.7052,183.07,56.61
"2018-09-11",7.95,30.95,17.7103,180.11,56.63
"2018-09-12",7.95,30.84,17.7089,181.63,55.82
"2018-09-13",8,31.08,17.718,182.41,56.03
"2018-09-14",8.01,31.15,17.7242,186.03,56.74
"2018-09-17",7.98,30.76,17.719,183.66,56.62
"2018-09-18",7.98,30.61,17.7234,179.93,57.4
"2018-09-19",7.99,30.61,17.7149,178.32,58.16
"2018-09-20",8.01,30.57,17.7104,179.69,58.47
"2018-09-21",8.04,30.83,17.7232,175.78,59.05
"2018-09-24",8.01,30.46,17.7219,169.73,59.08
"2018-09-25",8.02,30.8,17.6932,169.63,59.31
"2018-09-26",8.02,30.98,17.6844,170.17,59.39
"2018-09-27",8.02,31.23,17.6969,167.02,58.63
"2018-09-28",8.02,31.33,17.6997,165.2,58.4
"2018-10-01",8.06,31.56,17.694,163.99,58.16
"2018-10-02",8.04,31.34,17.7,162.72,58.28
"2018-10-03",8.04,31.12,17.7065,162.97,57.82
"2018-10-04",7.99,30.84,17.6578,157.13,57.79
"2018-10-05",7.95,30.14,17.6404,150.29,57.34
"2018-10-08",NA,29.83,17.6171,148.5,57.6
"2018-10-09",7.87,29.52,17.6038,146.96,56.8
"2018-10-10",7.79,28.36,17.6076,152.55,56.88
"2018-10-11",7.71,27.86,17.5952,151.48,55.42
"2018-10-12",7.73,28.39,17.6073,155.66,55.28
"2018-10-15",7.71,27.89,17.6183,156.48,54.69
"2018-10-16",7.73,28.37,17.6166,159,54.97
"2018-10-17",7.79,29.05,17.6313,155.4,55.73
"2018-10-18",7.76,28.88,17.6165,155.64,55.44
"2018-10-19",7.74,28.61,17.6202,154.87,55.22
"2018-10-22",7.66,27.98,17.6007,153.13,55.15
"2018-10-23",7.59,27.54,17.6033,151.24,53.92
"2018-10-24",7.62,27.87,17.5989,153.86,54.05
"2018-10-25",7.52,27.29,17.5866,152.46,52.01
"2018-10-26",7.48,26.93,17.5832,151.4,51.53
"2018-10-29",7.52,27.05,17.5723,155.35,51.11
"2018-10-30",7.43,26.3,17.5664,155.48,51.81
"2018-10-31",7.57,27.8,17.5625,157.55,53.37
"2018-11-02",7.63,28.28,17.5773,164.41,54.05
"2018-11-05",7.6,27.69,17.5725,162.86,53.51
"2018-11-06",7.63,27.9,17.58,162.07,53.31
"2018-11-07",7.69,28.09,17.5807,163.34,52.51
"2018-11-08",7.73,28.53,17.5939,165.09,52.96
"2018-11-09",7.66,27.82,17.5952,167.66,52.94
"2018-11-12",NA,27.35,17.6002,163.71,53.11
"2018-11-13",7.55,27.01,17.5756,165.09,51.93
"2018-11-14",7.56,27.04,17.5504,166.47,52.02
"2018-11-15",7.48,26.95,17.5235,167.78,52.53
"2018-11-16",7.52,27.26,17.474,167.71,52.23
"2018-11-19",7.47,26.53,17.4335,168.76,52.7
"2018-11-20",7.32,24.99,17.379,166.72,52.71
"2018-11-21",7.36,25.76,17.3563,167.88,51.96
"2018-11-22",NA,25.82,17.376,168.11,52.21
"2018-11-23",7.36,25.92,17.3977,168.11,52.27
"2018-11-26",7.4,26.32,17.4145,168.24,52.32
"2018-11-27",7.4,26.62,17.4194,168.35,52.6
"2018-11-28",7.43,27.11,17.4089,168.51,53.14
"2018-11-29",7.52,27.49,17.3898,170.62,53.38
"2018-11-30",7.53,27.62,17.3765,171.28,53.6
"2018-12-03",7.61,28.36,17.3764,168.95,54.26
"2018-12-04",7.6,28.17,17.3934,168.58,53.35
"2018-12-05",NA,27.38,17.3794,166.81,52.81
"2018-12-06",7.4,26.61,17.3707,163.81,52.01
"2018-12-07",7.48,27.35,17.3598,163.81,51.95
"2018-12-10",7.36,26.52,17.3645,158.78,50.73
"2018-12-11",7.43,27.21,17.3482,161.03,49.81
"2018-12-12",7.44,27.34,17.375,164.21,50.54
"2018-12-13",7.43,27.28,17.3953,166.46,51.18
"2018-12-14",7.39,26.98,17.4295,165.88,50.05
"2018-12-17",7.3,26.13,17.4389,168.12,49.44
"2018-12-18",7.3,25.99,17.446,171.44,49.38
"2018-12-19",7.29,26.07,17.4592,173.68,49.16
"2018-12-20",7.16,25.26,17.4743,175.24,47.68
"2018-12-21",7.08,24.78,17.4551,172.41,46.62
"2018-12-24",NA,NA,NA,NA,46.64
"2018-12-27",7.04,24.82,17.4384,171.67,47.49
"2018-12-28",7.13,25.39,17.4424,174.79,47.85
"2018-12-31",7.16,25.61,17.4321,175.62,47.99
"2019-01-02",7.12,25.39,17.4544,173.45,47.19
"2019-01-03",7.11,25.04,17.4488,171.87,47.64
"2019-01-04",7.17,25.38,17.4278,173.82,48.47
"2019-01-07",7.26,26.07,17.3956,173.73,49.65
"2019-01-08",7.35,26.63,17.3843,173.5,49.94
"2019-01-09",7.42,26.9,17.3991,172.44,50.08
"2019-01-10",7.39,26.65,17.4375,172.44,50.14
"2019-01-11",7.43,27.06,17.453,172.26,50.19
"2019-01-14",7.41,26.68,17.4712,170.94,50.27
"2019-01-15",7.45,27.26,17.4751,172.38,50.68
"2019-01-16",7.48,27.71,17.4997,172.07,50.22
"2019-01-17",7.48,27.64,17.5307,172.37,50.48
"2019-01-18",7.53,27.96,17.5409,170.57,50.54
"2019-01-21",NA,28.24,17.5703,169.35,50.88
"2019-01-22",7.53,27.96,17.5801,169.11,50.74
"2019-01-23",7.53,27.98,17.5761,168.51,50.26
"2019-01-24",7.51,27.88,17.5942,169.42,50.88
"2019-01-25",7.55,28.4,17.6287,167.49,51.08
"2019-01-28",7.51,28.01,17.626,164.61,50.8
"2019-01-29",7.52,28.03,17.6268,164.59,50.73
"2019-01-30",7.53,28.01,17.6403,164.75,50.2
"2019-01-31",7.61,28.77,17.6778,164.94,51.07
"2019-02-01",7.63,28.62,17.7154,164.86,50.88
"2019-02-04",7.65,29.1,17.7119,161.44,51.55
"2019-02-05",7.7,29.47,17.7187,161.11,51.83
"2019-02-06",7.71,29.55,17.7598,162.35,51.89
"2019-02-07",7.67,29.27,17.7751,163.45,51.47
"2019-02-08",7.63,29,17.775,162.27,50.67
"2019-02-11",7.66,29.51,17.7717,160.7,50.53
"2019-02-12",7.71,29.84,17.7667,161.03,51.05
"2019-02-13",7.74,30.05,17.7856,159.29,51.52
"2019-02-14",7.72,29.9,17.7937,158.73,51.34
"2019-02-15",7.76,29.97,17.7933,156.75,51.36
"2019-02-18",NA,30.03,17.8034,155.09,52.48
"2019-02-19",7.77,30.11,17.8189,155.54,52.37
"2019-02-20",7.79,30.32,17.8249,158.28,52.13
"2019-02-21",7.77,29.96,17.8149,159.83,52.33
"2019-02-22",7.78,30.21,17.7987,161.53,52.07
"2019-02-25",7.83,30.66,17.8119,161.74,52.62
"2019-02-26",7.81,30.45,17.8297,161.21,52.29
"2019-02-27",7.81,30.42,17.8475,160.64,52.61
"2019-02-28",7.81,30.55,17.8363,163.02,52.16
"2019-03-01",7.85,30.82,17.8357,165.66,51.82
"2019-03-04",7.86,31.16,17.84,164.36,52.19
"2019-03-05",7.8,30.73,17.8495,171.03,51.79
"2019-03-06",7.79,30.9,17.8907,172.3,51.88
"2019-03-07",7.73,30.56,17.8907,172.78,51.29
"2019-03-08",7.69,30.16,17.8596,172.47,50.21
"2019-03-11",7.77,31.09,17.8503,176.65,50.18
"2019-03-12",7.8,31.26,17.8667,178.57,50.87
"2019-03-13",7.84,31.37,17.8966,179.41,50.33
"2019-03-14",7.83,31.26,17.923,179.61,49.94
"2019-03-15",7.86,31.43,17.9334,181.27,50.47
"2019-03-18",7.89,31.62,17.9561,184.27,51.1
"2019-03-19",7.89,31.61,17.9777,184.37,51.36
"2019-03-20",7.87,31.68,17.9696,184.16,51.43
"2019-03-21",7.91,32.05,17.9762,184.58,51.91
"2019-03-22",7.88,32.11,17.9973,181.84,52.37
"2019-03-25",7.83,31.46,17.9979,181.1,51.15
"2019-03-26",7.88,31.92,17.9931,182.78,52.43
"2019-03-27",7.84,31.62,18.0205,183.18,52.84
"2019-03-28",7.84,31.61,18.055,184.21,51.81
"2019-03-29",7.87,31.91,18.047,186.05,51.84
"2019-04-01",7.92,32.28,18.065,186.81,52.71
"2019-04-02",7.94,32.37,18.1176,185.99,52.42
"2019-04-03",7.97,32.78,18.1264,184.2,52.98
"2019-04-04",7.97,32.78,18.1248,182.89,53.21
"2019-04-05",7.98,32.56,18.1247,182.94,53.34
"2019-04-08",7.98,32.33,18.1395,180.47,53.16
"2019-04-09",7.98,32.58,18.1382,181.94,52.96
"2019-04-10",7.99,32.74,18.1536,182.76,52.86
"2019-04-11",8.01,32.69,18.1765,183.82,52.83
"2019-04-12",8.03,32.83,18.1758,183.89,52.52
"2019-04-15",8.03,33,18.179,185.16,53.43
"2019-04-16",8.04,33.09,18.192,185.68,53.3
"2019-04-17",8.03,32.89,18.1875,186.17,53.53
"2019-04-18",8.01,32.67,18.1957,183.94,52.9
"2019-04-23",8.04,33.56,18.2031,179.8,53.49
"2019-04-24",8.06,33.88,18.2216,181.35,53.69
"2019-04-25",8.06,34.11,18.2475,180.21,54.22
"2019-04-26",8.04,33.81,18.24,181.09,NA
"2019-04-29",8.09,34.32,18.2575,181.64,NA
"2019-04-30",8.09,34.1,18.2528,180.72,NA
"2019-05-02",8.06,33.89,18.282,179.67,NA
"2019-05-03",8.07,34.23,18.2704,180.19,NA
"2019-05-06",8.04,33.78,18.2755,179.29,NA
"2019-05-07",8.03,33.72,18.2758,176.84,53.61
"2019-05-08",7.99,33.57,18.2525,174.18,52.86
"2019-05-10",7.95,33.39,18.1812,172.41,52.12
"2019-05-13",7.86,32.52,18.1794,166.94,51.5
"2019-05-14",7.86,32.47,18.1693,168.1,51.1
"2019-05-15",7.87,33.04,18.1696,167.68,51.68
"2019-05-16",7.95,33.54,18.177,168.44,51.55
"2019-05-17",7.93,33.34,18.2016,168.56,52.01
"2019-05-20",7.86,32.53,18.2036,175.53,51.49
"2019-05-21",7.9,32.88,18.191,173.21,50.92
"2019-05-22",7.91,32.99,18.1782,173.82,51.09
"2019-05-23",7.82,32.24,18.1583,172.59,50.83
"2019-05-24",7.84,32.33,18.1485,178.9,50.96
"2019-05-27",NA,32.21,18.1516,182.45,51.08
"2019-05-28",7.85,32.59,18.1528,182.52,51.41
"2019-05-29",7.77,32.13,18.161,180.05,50.75
"2019-05-31",7.72,31.85,18.1701,180.72,50.45
"2019-06-03",7.71,31.4,18.1737,183.2,49.87
"2019-06-04",7.73,31.02,18.1877,181.93,50.69
"2019-06-05",7.81,31.83,18.2235,181.9,51.83
"2019-06-06",7.83,31.79,18.2525,178.43,51.7
"2019-06-07",7.89,32.58,18.2575,176.58,51.85
"2019-06-11",7.98,33.38,18.2965,177.15,52.55
"2019-06-12",7.93,33.02,18.3122,175.85,52.51
"2019-06-13",7.95,33.36,18.3084,175.11,51.84
"2019-06-14",7.93,33.17,18.3303,172.98,52.07
"2019-06-17",7.94,33.48,18.3285,169.84,51.46
"2019-06-18",8.01,34.04,18.3697,170.51,50.9
"2019-06-19",8.01,34.03,18.4297,168.77,51.97
"2019-06-20",8.1,34.57,18.4986,171.8,52.58
"2019-06-21",8.07,34.15,18.5207,171.17,52.48
"2019-06-24",8.06,33.58,18.5139,170.67,52.79
"2019-06-25",8.05,33.39,18.5264,172.15,52.71
"2019-06-26",8.03,33.22,18.5224,173.46,52.05
"2019-06-27",8.04,33.41,18.5085,173.43,52.95
"2019-06-28",8.05,33.39,18.532,173.23,53.11
"2019-07-01",8.13,34.28,18.5583,173.28,54.04
