"rownames(finalfund_all)","LU0997586788","LU0061175625","KYG9318Y1061","LU1046420805","LU0997587240","base1","base2"
2017-12-13,15.46,52.77,20.72,9.68,10.7193,4050.0927,2662.850098
2017-12-14,15.48,52.89,20.79,9.62,10.6729,4026.1516,2652.01001
2017-12-15,15.44,52.56,20.7,9.63,10.6729,3980.8558,2675.810059
2017-12-18,15.53,52.98,20.69,9.71,10.7656,3985.2914,2690.159912
2017-12-19,15.55,52.92,20.63,9.68,10.7285,4035.3294,2681.469971
2017-12-20,15.5,52.67,20.73,9.62,10.6637,4030.4898,2679.25
2017-12-21,15.53,52.77,20.67,9.67,10.7193,4067.8485,2684.570068
2017-12-22,15.54,52.93,20.77,9.66,10.7007,4054.5984,2683.340088
2017-12-26,15.56,52.92,20.725,9.66,10.71,4053.6224,2680.5
2017-12-27,15.63,53.19,20.68,9.68,10.7193,3991.2075,2682.620117
2017-12-28,15.66,53.22,20.89,9.67,10.71,4018.8974,2687.540039
2017-12-29,15.71,53.39,21.09,9.67,10.71,4030.8549,2673.610107
2018-01-02,15.77,53.62,21.27,9.64,10.684,4087.4012,2695.810059
2018-01-03,15.9,54.01,21.48,9.68,10.7304,4111.3925,2713.060059
2018-01-04,16.05,54.45,21.58,9.73,10.7955,4128.8119,2723.98999
2018-01-05,16.09,54.71,21.67,9.81,10.8791,4138.7505,2743.149902
2018-01-08,16.15,55.04,21.63,9.81,10.8884,4160.1595,2747.709961
2018-01-09,16.25,55.39,21.56,9.86,10.9255,4189.2977,2751.290039
2018-01-10,16.2,55.17,21.45,9.82,10.8977,4207.8132,2748.22998
2018-01-11,16.23,55.14,21.42,9.81,10.8791,4205.5863,2767.560059
2018-01-12,16.29,55.34,21.55,9.83,10.8977,4225.001,2786.23999
2018-01-15,16.31,55.3,21.75,9.81,10.8791,4225.2393,2781.329956
2018-01-16,16.33,55.36,21.75,9.81,10.8884,4258.473,2776.419922
2018-01-17,16.3,55.4,21.76,9.82,10.8884,4248.1164,2802.560059
2018-01-18,16.31,55.49,21.84,9.82,10.8977,4271.4168,2798.030029
2018-01-19,16.38,55.66,22.05,9.89,10.9627,4285.395,2810.300049
2018-01-22,16.48,56.1,22.21,9.89,10.972,4336.5974,2832.969971
2018-01-23,16.55,56.28,22.22,9.9,10.9813,4382.6129,2839.129883
2018-01-24,16.48,56.18,22.17,9.83,10.907,4389.8853,2837.540039
2018-01-25,16.46,56.03,22.2,9.77,10.8326,4365.0794,2839.25
2018-01-26,16.56,56.44,22.23,9.81,10.8884,4381.2996,2872.870117
2018-01-29,16.54,56.35,22.25,9.8,10.8605,4302.0181,2853.530029
2018-01-30,16.35,55.72,22.06,9.71,10.7676,4256.1021,2822.429932
2018-01-31,16.35,55.71,22.14,9.68,10.7304,4275.8986,2823.810059
2018-02-01,16.38,55.8,22.1,9.62,10.6607,4245.8978,2821.97998
2018-02-02,16.19,55.01,22.02,9.53,10.5675,4271.2326,2762.129883
2018-02-05,15.91,53.92,21.7,9.41,10.4371,4274.1464,2648.939941
2018-02-06,15.58,52.78,20.92,9.15,10.1575,4148.8856,2695.139893
2018-02-07,15.85,53.74,21.18,9.32,10.3439,4050.4972,2681.659912
2018-02-08,15.61,53.01,21.07,9.17,10.1762,4012.0472,2581
2018-02-09,15.49,52.47,20.82,9.07,10.0643,3840.6527,2619.550049
2018-02-12,15.69,53.12,20.92,9.18,10.1948,3890.1046,2656
2018-02-13,15.64,52.87,21.18,9.12,10.1296,3935.6324,2662.939941
2018-02-14,15.8,53.45,21.31,9.2,10.2134,3966.9614,2698.629883
2018-02-15,15.89,53.74,21.375,9.24,10.2507,4009.8473,2731.199951
2018-02-16,16.03,54.33,21.4075,9.33,10.3532,4031.29025,2732.219971
2018-02-19,15.93,53.96,21.42375,9.27,10.2973,4042.011725,2724.2399905
2018-02-20,16.01,54.26,21.431875,9.31,10.3253,4047.3724625,2716.26001
2018-02-21,16.01,54.26,21.44,9.32,10.3439,4050.05283125,2701.330078
2018-02-22,15.98,54.07,21.27,9.33,10.3532,4052.7332,2703.959961
2018-02-23,15.95,54.08,21.42,9.37,10.3905,4071.0889,2747.300049
2018-02-26,16,54.2,21.53,9.42,10.4464,4118.4186,2779.600098
2018-02-27,16.01,54.28,21.53,9.37,10.3998,4058.9806,2744.280029
2018-02-28,15.94,53.92,21.485,9.32,10.3346,4023.6415,2713.830078
2018-03-01,15.78,53.32,21.44,9.23,10.2366,4049.0863,2677.669922
2018-03-02,15.64,52.64,21.36,9.07,10.059,4016.461,2691.25
2018-03-05,15.79,53.2,21.22,9.15,10.1525,4018.097,2720.939941
2018-03-06,15.89,53.42,21.36,9.17,10.1712,4066.5647,2728.120117
2018-03-07,15.92,53.51,21.36,9.19,10.1992,4036.6536,2726.800049
2018-03-08,16.07,54.08,21.45,9.3,10.3114,4077.6001,2738.969971
2018-03-09,16.16,54.45,21.46,9.31,10.3301,4108.8652,2786.570068
2018-03-12,16.21,54.67,21.71,9.34,10.3581,4127.6662,2783.02002
2018-03-13,16.11,54.29,21.89,9.25,10.2646,4091.2533,2765.310059
2018-03-14,16.09,54.27,21.84,9.22,10.2366,4073.3447,2749.47998
2018-03-15,16.14,54.5,21.93,9.25,10.2646,4096.1627,2747.330078
2018-03-16,16.12,54.45,21.94,9.26,10.274,4056.4226,2752.01001
2018-03-19,16.01,54.12,21.98,9.17,10.1712,4074.2479,2712.919922
2018-03-20,16.05,54.31,21.94,9.18,10.1992,4077.7041,2716.939941
2018-03-21,16.02,54.29,21.95,9.16,10.1712,4061.0502,2711.929932
2018-03-22,15.8,53.51,21.94,9.04,10.0309,4020.349,2643.689941
2018-03-23,15.66,52.96,21.63,8.99,9.9842,3904.9355,2588.26001
2018-03-26,15.63,52.82,21.78,8.93,9.9094,3879.893,2658.550049
2018-03-27,15.75,53.19,21.92,9.05,10.0403,3913.2689,2612.620117
2018-03-28,15.61,52.68,21.75,9.12,10.1244,3842.7155,2605
2018-03-29,15.61,52.68,21.77,9.15,10.1525,3894.0498,2640.870117
2018-03-30,15.63,52.67,21.795,9.16,10.1618,3898.4977,2611.375
2018-04-02,15.5,52.26,21.8075,9.06,10.0635,3886.9189,2581.879883
2018-04-03,15.65,52.91,21.82,9.1,10.101,3862.4796,2614.449951
2018-04-04,15.51,52.37,21.855,9.08,10.0823,3854.8625,2644.689941
2018-04-05,15.76,53.23,21.8725,9.26,10.2886,3853.89585,2662.840088
2018-04-06,15.74,53.18,21.88125,9.25,10.2699,3853.412525,2604.469971
2018-04-09,15.73,53.13,21.89,9.27,10.2886,3852.9292,2613.159912
2018-04-10,15.79,53.36,21.95,9.34,10.373,3927.1729,2656.870117
2018-04-11,15.79,53.3,22.06,9.3,10.3168,3938.3434,2642.189941
2018-04-12,15.86,53.69,21.97,9.32,10.3543,3898.6354,2663.98999
2018-04-13,15.9,53.78,22.02,9.33,10.373,3871.1443,2656.300049
2018-04-16,15.89,53.73,22.03,9.31,10.3355,3808.863,2677.840088
2018-04-17,15.99,54.09,21.87,9.37,10.4012,3748.6412,2706.389893
2018-04-18,16.06,54.17,22.05,9.41,10.4481,3766.282,2708.639893
2018-04-19,16.15,54.5,22.26,9.38,10.4105,3811.843,2693.129883
2018-04-20,16.17,54.44,21.88,9.38,10.4199,3760.8543,2670.139893
2018-04-23,16.21,54.57,21.63,9.4,10.4387,3766.3257,2670.290039
2018-04-24,16.12,54.26,21.39,9.41,10.4574,3843.4886,2634.560059
2018-04-25,16,53.86,21.27,9.36,10.4012,3828.7015,2639.399902
2018-04-26,16.12,54.32,21.19,9.48,10.5231,3755.4941,2666.939941
2018-04-27,16.21,54.46,21.4,9.57,10.6169,3756.8765,2669.909912
2018-04-30,16.25,54.57,21.52,9.6,10.6544,3760.2613,2648.050049
2018-05-01,16.23,54.44,21.525,9.54,10.584,3761.9537,2654.800049
2018-05-02,16.39,55.02,21.53,9.62,10.6781,3763.6461,2635.669922
2018-05-03,16.33,54.78,21.42,9.57,10.6311,3793.0001,2629.72998
2018-05-04,16.39,55.04,21.46,9.62,10.6781,3774.5981,2663.419922
2018-05-07,16.52,55.56,21.59,9.7,10.7628,3834.1877,2672.629883
2018-05-08,16.57,55.79,21.68,9.68,10.7534,3878.6767,2671.919922
2018-05-09,16.63,56.17,21.65,9.73,10.8004,3871.6152,2697.790039
2018-05-10,16.68,56.15,21.78,9.76,10.8286,3893.0565,2723.070068
2018-05-11,16.71,56.28,21.9,9.75,10.8192,3872.8383,2727.719971
2018-05-14,16.74,56.37,22.15,9.74,10.8098,3909.2933,2730.129883
2018-05-15,16.64,56.09,22.05,9.75,10.8192,3924.0975,2711.449951
2018-05-16,16.71,56.5,22.08,9.73,10.8004,3892.8442,2722.459961
2018-05-17,16.88,57.04,21.89,9.8,10.8757,3864.0507,2720.129883
2018-05-18,16.85,56.94,21.86,9.8,10.8757,3903.0637,2712.969971
2018-05-21,16.93,57.21,21.95,9.85,10.9321,3921.2421,2733.01001
2018-05-22,16.95,57.32,21.915,9.85,10.9321,3906.2081,2724.439941
2018-05-23,16.85,56.99,21.88,9.75,10.8192,3854.5825,2733.290039
2018-05-24,16.86,57,22.07,9.69,10.7628,3827.217,2727.76001
2018-05-25,16.86,57.06,22.11,9.68,10.7534,3816.498,2721.330078
2018-05-28,16.78,56.82,22.17,9.66,10.7251,3833.2599,2705.5950925
2018-05-29,16.63,56.34,22.04,9.55,10.6028,3804.0093,2689.860107
2018-05-30,16.67,56.38,21.83,9.58,10.6499,3723.3724,2724.01001
2018-05-31,16.74,56.56,21.97,9.54,10.5934,3802.3759,2705.27002
2018-06-01,16.8,56.83,22.09,9.61,10.6644,3770.5891,2734.620117
2018-06-04,16.94,57.24,22.45,9.66,10.7305,3807.5781,2746.870117
2018-06-05,16.98,57.47,22.34,9.62,10.6833,3845.3164,2748.800049
2018-06-06,17.03,57.5,22.56,9.61,10.6644,3837.3511,2772.350098
2018-06-07,17.05,57.48,22.6,9.61,10.6738,3831.0128,2770.370117
2018-06-08,17.04,57.48,22.38,9.58,10.6455,3779.6159,2779.030029
2018-06-11,17.13,57.72,22.39,9.66,10.7305,3779.9818,2782
2018-06-12,17.13,57.81,22.39,9.65,10.721,3825.9534,2786.850098
2018-06-13,17.11,57.71,22.44,9.64,10.7116,3788.3391,2775.629883
2018-06-14,17.2,58.26,22.26,9.73,10.806,3773.3655,2782.48999
2018-06-15,17.04,57.56,22.35,9.65,10.721,3753.4338,2779.659912
2018-06-18,17.03,57.45,22.14,9.59,10.655,3687.2752,2773.75
2018-06-19,16.89,56.92,21.93,9.56,10.6266,3621.1166,2762.590088
2018-06-20,16.98,57.24,22.03,9.57,10.6361,3635.4436,2767.320068
2018-06-21,16.87,56.89,21.96,9.5,10.5511,3592.965,2749.76001
2018-06-22,17.01,57.31,21.9,9.63,10.7116,3608.9046,2754.879883
2018-06-25,16.8,56.47,21.8,9.5,10.5511,3560.4777,2717.070068
2018-06-26,16.84,56.62,21.66,9.48,10.5417,3531.1112,2723.060059
2018-06-27,16.86,56.67,21.62,9.57,10.6361,3459.2621,2699.629883
2018-06-28,16.73,56.13,21.53,9.53,10.5983,3423.5255,2716.310059
2018-06-29,16.85,56.51,21.87,9.59,10.655,3510.9845,2718.370117
2018-07-02,16.78,56.3,21.705,9.52,10.5841,3407.9638,2726.709961
2018-07-03,16.85,56.61,21.54,9.62,10.6883,3409.2801,2713.219971
2018-07-04,16.78,56.48,21.55,9.63,10.7072,3363.7473,2724.915039
2018-07-05,16.8,56.43,21.35,9.66,10.7451,3342.4379,2736.610107
2018-07-06,16.86,56.62,21.44,9.67,10.7546,3365.1227,2759.820068
2018-07-09,16.86,56.54,21.77,9.74,10.8208,3459.1837,2784.169922
2018-07-10,17.02,57.17,21.9,9.78,10.8682,3467.5155,2793.840088
2018-07-11,16.89,56.66,21.7,9.68,10.764,3407.5297,2774.02002
2018-07-12,16.94,56.83,21.8,9.74,10.8303,3481.0559,2798.290039
2018-07-13,16.93,56.8,21.9,9.75,10.8492,3492.6897,2801.310059
2018-07-16,16.91,56.72,21.85,9.7,10.7924,3472.0859,2798.429932
2018-07-17,17.01,57.03,21.86,9.74,10.8303,3449.3773,2809.550049
2018-07-18,17.08,57.13,21.8,9.77,10.8682,3431.3227,2815.620117
2018-07-19,17.06,56.99,21.74,9.77,10.8682,3428.343,2804.48999
2018-07-20,17.01,56.83,21.78,9.77,10.8682,3492.8938,2801.830078
2018-07-23,16.98,56.75,21.8,9.75,10.8398,3525.7503,2806.97998
2018-07-24,17.06,57.09,21.8,9.77,10.8682,3581.7057,2820.399902
2018-07-25,17.03,57.06,21.86,9.75,10.8492,3577.7522,2846.070068
2018-07-26,17.04,57.12,21.96,9.8,10.8966,3536.2456,2837.439941
2018-07-27,17.08,57.22,22.01,9.85,10.9534,3521.2269,2818.820068
2018-07-30,16.99,56.88,21.89,9.83,10.925,3515.0794,2802.600098
2018-07-31,16.97,56.79,21.84,9.85,10.9439,3517.6568,2816.290039
2018-08-01,16.93,56.75,21.91,9.77,10.8634,3447.3882,2813.360107
2018-08-02,16.83,56.35,21.63,9.74,10.8254,3370.9579,2827.219971
2018-08-03,16.9,56.61,21.79,9.8,10.9014,3315.2839,2840.350098
2018-08-06,16.89,56.54,21.93,9.81,10.9108,3273.2728,2850.399902
2018-08-07,16.91,56.53,21.92,9.87,10.9773,3368.8695,2858.449951
2018-08-08,16.9,56.34,21.93,9.87,10.9678,3314.5075,2857.699951
2018-08-09,16.96,56.6,21.82,9.88,10.9773,3397.5298,2853.580078
2018-08-10,16.85,56.43,21.71,9.78,10.8634,3405.0191,2833.280029
2018-08-13,16.78,56.19,21.2,9.77,10.8539,3390.3441,2821.929932
2018-08-14,16.71,56.03,21.37,9.71,10.7969,3372.9137,2839.959961
2018-08-15,16.51,55.25,21.18,9.63,10.7019,3291.976,2818.370117
2018-08-16,16.59,55.44,21.15,9.63,10.7019,3276.7276,2840.689941
2018-08-17,16.58,55.38,21.17,9.65,10.7304,3229.6198,2850.129883
2018-08-20,16.65,55.56,21.11,9.71,10.7969,3267.2498,2857.050049
2018-08-21,16.76,55.86,21.26,9.73,10.8254,3326.6489,2862.959961
2018-08-22,16.8,55.96,21.22,9.78,10.8729,3307.9545,2861.820068
2018-08-23,16.84,56,21.27,9.8,10.8824,3320.0257,2856.97998
2018-08-24,16.9,56.12,21.2,9.8,10.9014,3325.3347,2874.689941
2018-08-27,17.04,56.52,21.36,9.88,10.9868,3406.5735,2896.73999
2018-08-28,17,56.25,21.47,9.84,10.9488,3400.1705,2897.52002
2018-08-29,16.97,56.35,21.64,9.83,10.9298,3386.5736,2914.040039
2018-08-30,16.92,56.3,21.6,9.8,10.9014,3351.0942,2901.129883
2018-08-31,16.93,56.39,21.65,9.73,10.8159,3334.5036,2901.52002
2018-09-03,16.94,56.27,21.49,9.74,10.8399,3321.8248,2899.1199955
2018-09-04,16.81,55.86,21.57,9.69,10.7732,3363.8984,2896.719971
2018-09-05,16.75,55.65,21.46,9.57,10.6494,3298.1412,2888.600098
2018-09-06,16.69,55.46,21.39,9.54,10.6113,3262.8808,2878.050049
2018-09-07,16.68,55.59,21.23,9.53,10.5922,3277.6438,2871.679932
2018-09-10,16.7,55.69,20.93,9.56,10.6399,3230.0681,2877.129883
2018-09-11,16.71,55.76,21.04,9.57,10.6399,3224.2116,2887.889893
2018-09-12,16.72,55.83,20.94,9.65,10.7256,3202.0248,2888.919922
2018-09-13,16.69,55.72,20.96,9.59,10.6684,3236.5662,2904.179932
2018-09-14,16.75,55.88,21.18,9.63,10.7065,3242.0902,2904.97998
2018-09-17,16.72,55.89,21.12,9.6,10.6875,3204.9224,2888.800049
2018-09-18,16.72,55.89,21.06,9.62,10.697,3269.4319,2904.310059
2018-09-19,16.7,55.88,21.19,9.6,10.678,3312.4823,2907.949951
2018-09-20,16.74,55.98,21.12,9.67,10.7542,3310.1258,2930.75
2018-09-21,16.79,55.95,21.34,9.74,10.8304,3410.4856,2929.669922
2018-09-24,16.7,55.65,21.33,9.72,10.8113,3395.14495,2919.370117
2018-09-25,16.73,55.77,21.325,9.8,10.897,3379.8043,2915.560059
2018-09-26,16.74,55.84,21.32,9.83,10.9256,3417.2413,2905.969971
2018-09-27,16.7,55.8,21.47,9.88,10.9923,3403.5902,2914
2018-09-28,16.63,55.61,21.44,9.83,10.9256,3438.8649,2913.97998
2018-10-01,16.71,55.96,21.35,9.86,10.9688,3364.88185,2924.590088
2018-10-02,16.62,55.56,21.26,9.82,10.9115,3327.890325,2923.429932
2018-10-03,16.66,55.74,21.14,9.85,10.9401,3309.3945625,2925.51001
2018-10-04,16.48,55.17,20.83,9.72,10.8159,3300.14668125,2901.610107
2018-10-05,16.27,54.56,20.54,9.65,10.7299,3295.522740625,2885.570068
2018-10-08,16,53.62,20.4,9.55,10.6153,3290.8988,2884.429932
2018-10-09,15.91,53.43,20.41,9.57,10.6344,3288.6906,2880.340088
2018-10-10,15.61,52.39,19.865,9.47,10.5293,3281.5978,2785.679932
2018-10-11,15.28,51.2,19.32,9.27,10.3095,3124.1139,2728.370117
2018-10-12,15.4,51.64,19.8,9.25,10.2809,3170.7262,2767.129883
2018-10-15,15.36,51.47,19.51,9.28,10.3191,3126.4516,2750.790039
2018-10-16,15.58,52.31,19.61,9.42,10.4624,3100.9738,2809.919922
2018-10-17,15.61,52.38,19.59,9.38,10.4242,3118.2463,2809.209961
2018-10-18,15.57,52.18,19.57,9.35,10.386,3044.3918,2768.780029
2018-10-19,15.44,51.68,19.54,9.38,10.4242,3134.9455,2767.780029
2018-10-22,15.37,51.44,19.66,9.32,10.3573,3270.2732,2755.879883
2018-10-23,14.97,50.07,19.32,9.17,10.1949,3183.4257,2740.689941
2018-10-24,15,50.24,19.34,9.2,10.2331,3188.2018,2656.100098
2018-10-25,15.02,50.23,18.99,9.23,10.2713,3194.3084,2705.570068
2018-10-26,14.91,49.82,18.9,9.15,10.1758,3173.635,2658.689941
2018-10-29,15.04,50.2,18.96,9.2,10.2235,3076.8889,2641.25
2018-10-30,14.98,49.89,19.02,9.22,10.2522,3110.2605,2682.629883
2018-10-31,15.17,50.67,19.45,9.35,10.3955,3153.8234,2711.73999
2018-11-01,15.35,51.45,19.56,9.31,10.3526,3177.0338,2740.370117
2018-11-02,15.53,52.05,19.79,9.29,10.3238,3290.2455,2723.060059
2018-11-05,15.41,51.7,19.63,9.3,10.343,3262.8351,2738.310059
2018-11-06,15.38,51.6,19.48,9.29,10.3238,3243.1504,2755.449951
2018-11-07,15.46,51.93,19.64,9.4,10.4484,3221.9101,2813.889893
2018-11-08,15.47,52,19.71,9.43,10.4772,3212.7737,2806.830078
2018-11-09,15.31,51.44,19.52,9.46,10.5155,3167.4442,2781.01001
2018-11-12,15.09,50.67,19.5,9.42,10.4676,3205.1407,2726.219971
2018-11-13,15.08,50.8,19.44,9.43,10.4772,3237.3823,2722.179932
2018-11-14,15.01,50.45,19.48,9.39,10.4293,3204.9427,2701.580078
2018-11-15,14.87,49.65,19.58,9.34,10.3813,3242.3715,2730.199951
2018-11-16,14.85,49.55,19.51,9.34,10.3813,3257.6735,2736.27002
2018-11-19,14.71,48.96,19.54,9.29,10.3238,3294.6031,2690.72998
2018-11-20,14.46,48.18,19.39,9.21,10.2376,3218.4076,2641.889893
2018-11-21,14.59,48.59,19.47,9.32,10.3622,3226.4918,2649.929932
2018-11-22,14.56,48.58,19.46,9.26,10.2951,3214.4273,2641.2449955
2018-11-23,14.6,48.73,19.38,9.29,10.3334,3143.4752,2632.560059
2018-11-26,14.73,49.17,19.53,9.41,10.458,3141.2434,2673.449951
2018-11-27,14.7,49.06,19.53,9.41,10.458,3137.2413,2682.169922
2018-11-28,14.75,49.26,19.64,9.39,10.4389,3178.9326,2743.790039
2018-11-29,14.87,49.53,19.69,9.39,10.4389,3137.6542,2737.800049
2018-11-30,14.84,49.5,19.68,9.36,10.4101,3172.69,2760.169922
2018-12-03,14.92,49.73,20.05,9.44,10.492,3260.9502,2790.370117
2018-12-04,14.71,49.01,19.99,9.41,10.4632,3267.7095,2700.060059
2018-12-05,14.57,48.55,19.65,9.3,10.3382,3252.0041,2698.005005
2018-12-06,14.19,47.23,19.22,9.02,10.04,3181.673,2695.949951
2018-12-07,14.27,47.42,19.33,9.11,10.1362,3181.5646,2633.080078
2018-12-10,14,46.31,19.09,8.99,10.0016,3144.7631,2637.719971
2018-12-11,14.13,46.81,19.27,9.09,10.117,3159.8158,2636.780029
2018-12-12,14.33,47.54,19.43,9.17,10.2035,3170.6092,2651.070068
2018-12-13,14.24,47.21,19.47,9.15,10.1843,3219.6924,2650.540039
2018-12-14,14.21,47.11,19.37,9.12,10.1458,3165.9109,2599.949951
2018-12-17,13.97,46.29,19.36,9.02,10.0304,3161.1966,2545.939941
2018-12-18,13.94,46.16,19.24,8.94,9.9439,3128.4265,2546.159912
2018-12-19,13.96,46.13,19.31,8.98,9.992,3091.1255,2506.959961
2018-12-20,13.73,45.32,19.2,8.88,9.8862,3067.4169,2467.419922
2018-12-21,13.77,45.53,19.22,8.86,9.8669,3029.3951,2416.620117
2018-12-24,13.66,45.18,19.18,8.78,9.7804,3038.1981,2351.100098
2018-12-26,13.65,45.07,19.2,8.76,9.7515,3002.0327,2467.699951
2018-12-27,13.62,44.88,19.22,8.69,9.6842,2990.5057,2488.830078
2018-12-28,13.87,45.79,19.57,8.86,9.8669,3010.6536,2485.73999
2018-12-31,14.03,46.4,19.375,8.9,9.9054,2990.09445,2506.850098
2019-01-02,14.11,46.63,19.18,8.9,9.9008,2969.5353,2510.030029
2019-01-03,14.02,46.28,19.03,8.87,9.8815,2964.8421,2447.889893
2019-01-04,14.28,47.3,18.94,9.06,10.0841,3035.8741,2531.939941
2019-01-07,14.48,47.89,19.23,9.02,10.0455,3054.303,2549.689941
2019-01-08,14.6,48.29,19.13,9.1,10.1324,3047.7035,2574.409912
2019-01-09,14.81,48.91,19.34,9.15,10.1999,3078.4759,2584.959961
2019-01-10,14.84,48.99,19.36,9.18,10.2289,3072.6864,2596.639893
2019-01-11,14.82,49.07,19.43,9.17,10.2192,3094.7782,2596.26001
2019-01-14,14.75,48.89,19.34,9.12,10.1613,3067.7845,2582.610107
2019-01-15,14.66,48.62,19.49,9.16,10.2096,3127.9904,2610.300049
2019-01-16,14.71,48.88,19.44,9.16,10.2096,3128.6517,2616.100098
2019-01-17,14.73,49.03,19.47,9.18,10.2289,3111.4168,2635.959961
2019-01-18,14.88,49.52,19.56,9.32,10.3833,3168.1739,2670.709961
2019-01-21,14.91,49.61,19.57,9.33,10.3929,3185.6364,2651.8049315
2019-01-22,14.86,49.5,19.54,9.28,10.3447,3143.3171,2632.899902
2019-01-23,14.84,49.52,19.54,9.27,10.3254,3141.0532,2638.699951
2019-01-24,14.86,49.64,19.59,9.3,10.364,3158.7817,2642.330078
2019-01-25,15.02,50.2,19.77,9.27,10.335,3184.4696,2664.76001
2019-01-28,14.94,49.81,19.86,9.2,10.2578,3183.7777,2643.850098
2019-01-29,14.96,49.9,19.71,9.29,10.3543,3193.9698,2640
2019-01-30,15,49.95,19.77,9.33,10.4026,3168.4829,2681.050049
2019-01-31,15.04,50.12,19.81,9.37,10.4412,3201.6331,2704.100098
2019-02-01,15.04,50.02,19.83,9.42,10.4969,3247.3971,2706.530029
2019-02-04,15.08,50.16,19.84,9.45,10.5357,3276.9348,2724.870117
2019-02-05,15.18,50.39,19.845,9.58,10.6809,3291.70365,2737.699951
2019-02-06,15.18,50.41,19.8475,9.56,10.6616,3299.088075,2731.610107
2019-02-07,14.94,49.61,19.84875,9.5,10.5841,3302.7802875,2706.050049
2019-02-08,14.81,49.22,19.849375,9.43,10.5163,3304.62639375,2707.879883
2019-02-11,14.91,49.52,19.85,9.52,10.6131,3306.4725,2709.800049
2019-02-12,14.96,49.66,19.94,9.55,10.6519,3330.3353,2744.72998
2019-02-13,15.06,50.01,19.95,9.61,10.71,3397.0276,2753.030029
2019-02-14,15.12,50.1,19.93,9.59,10.6906,3402.1403,2745.72998
2019-02-15,15.24,50.61,19.88,9.66,10.7778,3338.7047,2775.600098
2019-02-18,15.32,50.89,19.98,9.67,10.7778,3445.7448,2777.680054
2019-02-19,15.31,50.92,20.01,9.65,10.7584,3439.6078,2779.76001
2019-02-20,15.37,51.11,20.24,9.7,10.8262,3451.9273,2784.699951
2019-02-21,15.36,51.08,20.28,9.7,10.8262,3442.7056,2774.879883
2019-02-22,15.39,51.2,20.35,9.7,10.8262,3520.1182,2792.669922
2019-02-25,15.42,51.28,20.47,9.69,10.8068,3729.4831,2796.110107
2019-02-26,15.47,51.65,20.44,9.71,10.8359,3684.6935,2793.899902
2019-02-27,15.39,51.48,20.44,9.67,10.7778,3678.3921,2792.379883
2019-02-28,15.42,51.51,20.41,9.77,10.8726,3669.3703,2784.48999
2019-03-01,15.57,51.9,20.395,9.74,10.8629,3749.7143,2803.689941
2019-03-04,15.69,52.34,20.38,9.77,10.892,3794.104,2792.810059
2019-03-05,15.72,52.45,20.29,9.81,10.9406,3816.0132,2789.649902
2019-03-06,15.7,52.33,20.37,9.82,10.9503,3848.0903,2771.449951
2019-03-07,15.54,51.92,20.21,9.79,10.9212,3808.8497,2748.929932
2019-03-08,15.43,51.34,20.1,9.73,10.8532,3657.579,2743.070068
2019-03-11,15.46,51.64,20.14,9.77,10.892,3729.9546,2783.300049
2019-03-12,15.49,51.55,20.26,9.79,10.9115,3755.3519,2791.52002
2019-03-13,15.51,51.82,20.3,9.8,10.9309,3724.1941,2810.919922
2019-03-14,15.6,52.2,20.27,9.88,11.0086,3698.4858,2808.47998
2019-03-15,15.69,52.53,20.48,9.95,11.0961,3745.005,2822.47998
2019-03-18,15.66,52.3,20.65,10,11.1544,3851.7479,2832.939941
2019-03-19,15.75,52.62,20.7,10.02,11.1738,3833.9626,2832.570068
2019-03-20,15.68,52.31,20.72,9.91,11.0475,3835.4397,2824.22998
2019-03-21,15.67,52.08,20.87,9.93,11.0669,3836.8913,2854.879883
2019-03-22,15.45,51.64,20.88,9.8,10.9309,3833.8013,2800.709961
2019-03-25,15.31,51.12,20.58,9.76,10.892,3742.8252,2798.360107
2019-03-26,15.4,51.54,20.73,9.84,10.9795,3700.4388,2818.459961
2019-03-27,15.36,51.43,20.68,9.82,10.9503,3743.3878,2805.370117
2019-03-28,15.38,51.36,20.63,9.84,10.9698,3728.3953,2815.439941
2019-03-29,15.52,51.77,20.91,9.9,11.0378,3872.3412,2834.399902
2019-04-01,15.63,52.36,21.01,9.95,11.0842,3973.928,2867.189941
2019-04-02,15.69,52.46,21.06,10.01,11.1622,3971.2852,2867.23999
2019-04-03,15.91,53.28,21.1,10.07,11.2304,4022.1566,2873.399902
2019-04-04,15.88,53.09,21.205,10.08,11.2402,4062.2309,2879.389893
2019-04-05,16.03,53.49,21.2575,10.11,11.2791,4059.72975,2892.73999
2019-04-08,15.94,53.15,21.31,10.1,11.2597,4057.2286,2895.77002
2019-04-09,15.84,52.75,21.43,10.04,11.2012,4075.4301,2878.199951
2019-04-10,15.77,52.62,21.43,10.06,11.2207,4085.847,2888.209961
2019-04-11,15.86,52.84,21.26,10.07,11.2304,3997.5778,2888.320068
2019-04-12,15.97,53.16,21.27,10.06,11.2304,3988.6168,2907.409912
2019-04-15,16.05,53.41,21.53,10.06,11.2304,3975.5244,2905.580078
2019-04-16,16.09,53.53,21.58,10.11,11.2791,4085.7891,2907.060059
2019-04-17,16.1,53.5,21.86,10.13,11.2986,4087.2398,2900.449951
2019-04-18,16.11,53.57,21.67,10.16,11.3376,4072.0753,2905.030029
2019-04-19,16.11,53.58,21.63,10.16,11.3376,4120.6078,2906.5
2019-04-22,16.11,53.51,21.61,10.16,11.3376,4025.6109,2907.969971
